ratio,trial,C,s,val-acc,val-f,test-acc,test-f,comp_time,timeout
0.0,0,625.0,-1.0,0.9600862998921251,0.9686706181202371,0.9546925566343042,0.9649415692821369,3.828441858291626,False
0.0,0,625.0,0.0,0.9557713052858684,0.9653423499577345,0.9546925566343042,0.9648829431438127,3.7724170684814453,False
0.0,0,625.0,0.5,0.9546925566343042,0.9642248722316865,0.9503775620280475,0.9613445378151261,3.7446441650390625,False
0.0,0,125.0,-1.0,0.9579288025889967,0.967032967032967,0.9525350593311759,0.9633333333333333,3.7815358638763428,False
0.0,0,125.0,0.0,0.9557713052858684,0.9653423499577345,0.9546925566343042,0.9648829431438127,3.727829933166504,False
0.0,0,125.0,0.5,0.9546925566343042,0.9642857142857143,0.9525350593311759,0.9630252100840336,3.7705788612365723,False
0.0,0,25.0,-1.0,0.9579288025889967,0.9671440606571188,0.95361380798274,0.9642560266001662,3.7164111137390137,False
0.0,0,25.0,0.0,0.9579288025889967,0.9668649107901445,0.9557713052858684,0.9655751469353484,3.703258991241455,False
0.0,0,25.0,0.5,0.9546925566343042,0.9642248722316865,0.9503775620280475,0.9612141652613827,3.991971015930176,False
0.0,0,5.0,-1.0,0.9600862998921251,0.9686174724342663,0.9557713052858684,0.9655751469353484,3.7612740993499756,False
0.0,0,5.0,0.0,0.9546925566343042,0.9642857142857143,0.9546925566343042,0.9647058823529412,3.8440048694610596,False
0.0,0,5.0,0.5,0.9568500539374326,0.9659284497444633,0.95361380798274,0.9638351555929352,3.7195210456848145,False
0.0,0,1.0,-1.0,0.9611650485436893,0.9694915254237287,0.9568500539374326,0.9665551839464883,3.827280044555664,False
0.0,0,1.0,0.0,0.9611650485436893,0.9694397283531409,0.9557713052858684,0.9656328583403185,3.726027011871338,False
0.0,0,1.0,0.5,0.9579288025889967,0.967032967032967,0.9546925566343042,0.9648829431438127,3.785658836364746,False
0.0,0,0.2,-1.0,0.9590075512405609,0.9677966101694916,0.9557713052858684,0.9656328583403185,3.836153984069824,False
0.0,0,0.2,0.0,0.95361380798274,0.9634664401019541,0.9514563106796117,0.9621530698065601,3.9892499446868896,False
0.0,0,0.2,0.5,0.9492988133764833,0.959931798806479,0.941747572815534,0.954468802698145,4.091331958770752,False
0.0,0,0.04,-1.0,0.95361380798274,0.9632164242942686,0.9439050701186623,0.9559322033898305,3.6971638202667236,False
0.0,0,0.04,0.0,0.948220064724919,0.958974358974359,0.9374325782092773,0.9509306260575296,3.8102779388427734,False
0.0,0,0.04,0.5,0.9223300970873787,0.9380378657487091,0.9104638619201726,0.9292412617220802,3.92460298538208,False
0.0,0,0.008,-1.0,0.9395900755124056,0.9524617996604413,0.9266450916936354,0.9427609427609427,3.661501169204712,False
0.0,0,0.008,0.0,0.9223300970873787,0.9393939393939393,0.9137001078748651,0.9331103678929766,3.84700608253479,False
0.0,0,0.008,0.5,0.8036677454153183,0.8647845468053492,0.8133764832793959,0.8711839166046165,4.1139819622039795,False
0.0,0,0.0016,-1.0,0.86084142394822,0.8977002379064235,0.8597626752966558,0.8984375,3.914647102355957,False
0.0,0,0.0016,0.0,0.0,0.0,0.0,0.0,5.727557897567749,False
0.0,0,0.0016,0.5,0.0,0.0,0.0,0.0,6.036165952682495,False
0.03,0,625.0,-1.0,0.9363538295577131,0.9500423370025403,0.9471413160733549,0.9597370583401807,5.094458103179932,False
0.03,0,625.0,0.0,0.919093851132686,0.9361702127659574,0.9363538295577131,0.9506276150627615,4.882197856903076,False
0.03,0,625.0,0.5,0.9201725997842503,0.9371816638370118,0.9352750809061489,0.9498327759197325,4.907177925109863,False
0.03,0,125.0,-1.0,0.9298813376483279,0.945332211942809,0.9492988133764833,0.9615069615069616,5.047977924346924,False
0.03,0,125.0,0.0,0.918015102481122,0.9352640545144804,0.9352750809061489,0.9498327759197325,5.02813720703125,False
0.03,0,125.0,0.5,0.9212513484358145,0.9380831212892281,0.9363538295577131,0.9507101086048454,5.063061952590942,False
0.03,0,25.0,-1.0,0.9363538295577131,0.9500423370025403,0.9460625674217907,0.9588138385502472,4.732063055038452,False
0.03,0,25.0,0.0,0.9212513484358145,0.9379779099405268,0.9352750809061489,0.9498327759197325,4.420650959014893,False
0.03,0,25.0,0.5,0.918015102481122,0.9352640545144804,0.9352750809061489,0.9498327759197325,4.578238010406494,False
0.03,0,5.0,-1.0,0.9374325782092773,0.9507640067911716,0.9460625674217907,0.9586776859504132,4.371725082397461,False
0.03,0,5.0,0.0,0.9309600862998921,0.9459459459459458,0.9460625674217907,0.9587458745874589,4.730990171432495,False
0.03,0,5.0,0.5,0.9223300970873787,0.93929173693086,0.9406688241639698,0.9542048293089093,4.645233154296875,False
0.03,0,1.0,-1.0,0.9331175836030206,0.9475465313028764,0.9428263214670982,0.9562345169281585,4.188333034515381,False
0.03,0,1.0,0.0,0.9266450916936354,0.9428571428571427,0.9471413160733549,0.9595375722543352,4.397953987121582,False
0.03,0,1.0,0.5,0.924487594390507,0.9407783417935701,0.9406688241639698,0.9542048293089093,4.844783067703247,False
0.03,0,0.2,-1.0,0.9374325782092773,0.9510961214165261,0.9557713052858684,0.9663105998356615,4.4217848777771,False
0.03,0,0.2,0.0,0.9277238403451996,0.9430756159728122,0.941747572815534,0.9550748752079866,4.274374008178711,False
0.03,0,0.2,0.5,0.9137001078748651,0.9318568994889267,0.9341963322545846,0.9487825356842989,4.680127143859863,False
0.03,0,0.04,-1.0,0.9352750809061489,0.9491525423728813,0.9525350593311759,0.9635761589403974,4.039586067199707,False
0.03,0,0.04,0.0,0.9137001078748651,0.9318568994889267,0.9331175836030206,0.9479865771812082,4.441286087036133,False
0.03,0,0.04,0.5,0.9018338727076591,0.9225531914893617,0.9201725997842503,0.9371816638370118,4.692440986633301,False
0.03,0,0.008,-1.0,0.9158576051779935,0.9335604770017036,0.9385113268608414,0.9526970954356846,4.117155075073242,False
0.03,0,0.008,0.0,0.9050701186623517,0.9252971137521222,0.9288025889967637,0.9447236180904522,4.276059865951538,False
0.03,0,0.008,0.5,0.8122977346278317,0.8699551569506727,0.8468176914778857,0.894658753709199,4.610477924346924,False
0.03,0,0.0016,-1.0,0.8878101402373247,0.9166666666666667,0.8964401294498382,0.9246467817896389,4.134666919708252,False
0.03,0,0.0016,0.0,0.645091693635383,0.783410138248848,0.6591154261057174,0.7945383615084526,4.366953134536743,False
0.03,0,0.0016,0.5,0.6461704422869471,0.7842105263157895,0.6591154261057174,0.7945383615084526,4.407238006591797,False
0.05,0,625.0,-1.0,0.9147788565264293,0.9361358124494744,0.948220064724919,0.959731543624161,5.7873029708862305,False
0.05,0,625.0,0.0,0.8791801510248112,0.9125000000000001,0.8888888888888888,0.9175340272217773,5.71708607673645,False
0.05,0,625.0,0.5,0.8791801510248112,0.9125000000000001,0.8888888888888888,0.9175340272217773,5.3094189167022705,False
0.05,0,125.0,-1.0,0.9137001078748651,0.9350649350649352,0.9460625674217907,0.957912457912458,5.322700023651123,False
0.05,0,125.0,0.0,0.8813376483279396,0.9133858267716536,0.8964401294498382,0.9224555735056542,4.964346885681152,False
