ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR
0.0,0.0,0.45,0.05,0.7692307692307693,0.0,0.7406639004149378,0.0,-734613860.4410278,-2216818153.8084717
0.0,0.0,0.45,0.1,0.7692307692307693,0.0,0.7406639004149378,0.0,-5370182585.432954,-201708241783.65042
0.0,0.0,0.45,0.15,0.7692307692307693,0.0,0.7406639004149378,0.0,-155249798585.56592,-11731300567761.848
0.0,0.0,0.40625,0.05,0.8295218295218295,0.4875000000000001,0.8029045643153527,0.4919786096256684,-1.8298631580864244,-140.94727275578256
0.0,0.0,0.40625,0.1,0.7692307692307693,0.0,0.7406639004149378,0.0,-64443072704.47958,-460818391284.022
0.0,0.0,0.40625,0.15,0.7692307692307693,0.0,0.7406639004149378,0.0,-17814300213.995438,-774673980454.3029
0.0,0.0,0.36250000000000004,0.05,0.8274428274428275,0.5363128491620112,0.8132780082987552,0.5588235294117647,-1.3549017338044533,-94.47729207854177
0.0,0.0,0.36250000000000004,0.1,0.8253638253638254,0.48148148148148157,0.8112033195020747,0.5235602094240838,-1.6929349662561342,-131.59253778604815
0.0,0.0,0.36250000000000004,0.15,0.7692307692307693,0.0,0.7406639004149378,0.0,-7277017859.984436,-83839978992.47955
0.0,0.0,0.31875000000000003,0.05,0.8108108108108109,0.5517241379310345,0.8070539419087137,0.5866666666666666,-0.9357279161257459,-59.54503593568196
0.0,0.0,0.31875000000000003,0.1,0.8295218295218295,0.5543478260869565,0.8278008298755186,0.613953488372093,-1.1807154976466048,-87.54061172502063
0.0,0.0,0.31875000000000003,0.15,0.8212058212058212,0.48192771084337344,0.8008298755186722,0.4838709677419355,-1.301697410695977,-93.11807514065667
0.0,0.0,0.275,0.05,0.8191268191268192,0.575609756097561,0.8008298755186722,0.5932203389830509,-0.7584749087429777,-38.30510689527051
0.0,0.0,0.275,0.1,0.8066528066528067,0.5373134328358209,0.8029045643153527,0.592274678111588,-0.8047496957488414,-56.96087102938501
0.0,0.0,0.275,0.15,0.8108108108108109,0.4678362573099415,0.7987551867219918,0.526829268292683,-0.9794669567383628,-61.35363614871647
