ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR
0.0,0.0,0.45,0.05,0.7692307692307693,0.0,0.7406639004149378,0.0,-5541760226.322252,-16717534018.420807
0.0,0.0,0.45,0.1,0.7692307692307693,0.0,0.7406639004149378,0.0,-420410569951.6117,-15841370934835.934
0.0,0.0,0.45,0.15,0.7692307692307693,0.0,0.7406639004149378,0.0,-580281208248.5011,-43703316653262.93
0.0,0.0,0.40625,0.05,0.8274428274428275,0.4907975460122699,0.8070539419087137,0.507936507936508,-1.8257411094323017,-139.1323243849921
0.0,0.0,0.40625,0.1,0.7692307692307693,0.0,0.7406639004149378,0.0,-1693549664.526953,-12115280434.33866
0.0,0.0,0.40625,0.15,0.7692307692307693,0.0,0.7406639004149378,0.0,-30449591241.53595,-1315592132559.086
0.0,0.0,0.36250000000000004,0.05,0.8274428274428275,0.5363128491620112,0.8132780082987552,0.5588235294117647,-1.3549017338044533,-94.47729207854177
0.0,0.0,0.36250000000000004,0.1,0.8274428274428275,0.47133757961783435,0.8049792531120332,0.4946236559139785,-1.7046980125870148,-129.62841165519998
0.0,0.0,0.36250000000000004,0.15,0.7692307692307693,0.0,0.7406639004149378,0.0,-22752339502.577984,-262771509411.5334
0.0,0.0,0.31875000000000003,0.05,0.8253638253638254,0.5578947368421052,0.8153526970954357,0.611353711790393,-1.0614103507110528,-61.67059329259564
0.0,0.0,0.31875000000000003,0.1,0.8253638253638254,0.5434782608695652,0.8236514522821576,0.6009389671361502,-1.1738059131749408,-87.38114774840143
0.0,0.0,0.31875000000000003,0.15,0.8108108108108109,0.3453237410071942,0.7925311203319502,0.39759036144578314,-1.6907753190489978,-105.71644401877668
0.0,0.0,0.275,0.05,0.8232848232848233,0.5853658536585366,0.8008298755186722,0.6000000000000001,-0.7335866458568624,-37.96259360309764
0.0,0.0,0.275,0.1,0.817047817047817,0.5599999999999999,0.7946058091286307,0.5714285714285714,-0.8407583009289327,-56.267421117302824
0.0,0.0,0.275,0.15,0.8191268191268192,0.5245901639344263,0.8091286307053942,0.5700934579439252,-0.9158171076656235,-58.149144088869406
0.0,0.0,0.23125,0.05,0.8191268191268192,0.5797101449275363,0.7883817427385892,0.5677966101694916,-0.4679964300495279,-16.663457775701964
0.0,0.0,0.23125,0.1,0.8128898128898129,0.5588235294117647,0.7987551867219918,0.5941422594142259,-0.6879687105785043,-35.93087457641742
0.0,0.0,0.23125,0.15,0.7962577962577962,0.4673913043478261,0.7883817427385892,0.5096153846153846,-0.6987876099774222,-31.56388940135309
0.0,0.0,0.18750000000000006,0.05,0.7089397089397089,0.5,0.7053941908713693,0.5887096774193549,-3.7709471756054514e-10,1.938707835935638e-08
0.0,0.0,0.18750000000000006,0.1,0.7276507276507277,0.5022421524663677,0.7365145228215768,0.5801526717557253,-5.337479711333741e-10,1.1130598942532544e-08
0.0,0.0,0.18750000000000006,0.15,0.6985446985446986,0.5096525096525097,0.7116182572614108,0.5672727272727272,9.249334943655347e-10,2.6684668558152325e-08
0.0,0.0,0.14375000000000004,0.05,0.6611226611226612,0.5412844036697247,0.6410788381742739,0.5819672131147541,2.0110526731984017e-10,2.3875642130022356e-08
0.0,0.0,0.14375000000000004,0.1,0.7484407484407485,0.5221238938053098,0.7365145228215768,0.54251012145749,7.449150755653459e-10,3.356582241320627e-08
0.0,0.0,0.14375000000000004,0.15,0.44282744282744285,0.36792452830188677,0.4315352697095436,0.3828828828828829,1.9034399095490049,-7.637552640570084
0.0,0.0,0.1,0.05,0.659043659043659,0.5701754385964912,0.6390041493775933,0.5403225806451613,8.145709366581291e-10,2.5124189395597796e-08
0.0,0.0,0.1,0.1,0.6403326403326404,0.4401294498381877,0.5954356846473029,0.4568245125348189,0.7360377320807112,0.0
0.0,0.0,0.1,0.15,0.23076923076923078,0.375,0.25933609958506226,0.4118616144975289,154874954910.42148,-4541128262455.007
0.0,1.0,0.45,0.05,0.7338877338877339,0.0,0.7614107883817427,0.0,-34887566510.16641,-611985593708.0564
0.0,1.0,0.45,0.1,0.7338877338877339,0.0,0.7614107883817427,0.0,-79796841508.31161,-4263712040163.5737
0.0,1.0,0.45,0.15,0.7338877338877339,0.0,0.7614107883817427,0.0,-153919699409.7345,-14237899732767.549
0.0,1.0,0.40625,0.05,0.7983367983367984,0.5025641025641026,0.7987551867219918,0.3821656050955414,-2.0956580544887378,-170.0993963111625
0.0,1.0,0.40625,0.1,0.7338877338877339,0.0,0.7614107883817427,0.0,-7356864948.62143,-163323414105.17807
0.0,1.0,0.40625,0.15,0.7338877338877339,0.0,0.7614107883817427,0.0,-60755138023.9175,-3638342333864.3184
0.0,1.0,0.36250000000000004,0.05,0.7941787941787942,0.5263157894736842,0.8091286307053942,0.46511627906976744,-1.6489103122508855,-116.24965071466306
0.0,1.0,0.36250000000000004,0.1,0.7962577962577962,0.4302325581395349,0.7946058091286307,0.3172413793103448,-2.3863327391099145,-163.78431473596328
0.0,1.0,0.36250000000000004,0.15,0.7338877338877339,0.0,0.7614107883817427,0.0,-7067294770.351127,-193921446191.53348
0.0,1.0,0.31875000000000003,0.05,0.8066528066528067,0.5866666666666667,0.8153526970954357,0.5340314136125653,-1.168244157835956,-75.19419802034669
0.0,1.0,0.31875000000000003,0.1,0.7962577962577962,0.5196078431372549,0.8008298755186722,0.40740740740740744,-1.6583307038830235,-110.95072507941669
0.0,1.0,0.31875000000000003,0.15,0.7754677754677755,0.2894736842105263,0.7883817427385892,0.2153846153846154,-2.710876918172666,-139.81082255354852
0.0,1.0,0.275,0.05,0.8066528066528067,0.6141078838174273,0.8257261410788381,0.6037735849056604,-0.8306764243803179,-48.01159039787232
0.0,1.0,0.275,0.1,0.7941787941787942,0.56,0.7883817427385892,0.46875,-1.0281706473944454,-67.48784702064113
0.0,1.0,0.275,0.15,0.7983367983367984,0.49740932642487046,0.8049792531120332,0.4197530864197531,-1.5392856875509504,-85.07844408053998
0.0,1.0,0.23125,0.05,0.7962577962577962,0.608,0.8381742738589212,0.654867256637168,-0.5888535764715663,-29.06274975674514
0.0,1.0,0.23125,0.1,0.8232848232848233,0.6502057613168724,0.8195020746887967,0.6063348416289592,-0.678733536051283,-38.45457072222487
0.0,1.0,0.23125,0.15,0.8066528066528067,0.579185520361991,0.8195020746887967,0.5445026178010471,-0.7473784303158436,-32.42793153594396
0.0,1.0,0.18750000000000006,0.05,0.8128898128898129,0.64,0.8443983402489627,0.6753246753246753,-0.3961070874076469,-11.902494637570037
0.0,1.0,0.18750000000000006,0.1,0.8087318087318087,0.6166666666666667,0.8257261410788381,0.6146788990825689,-0.5067235247156657,-21.603818588391025
0.0,1.0,0.18750000000000006,0.15,0.5883575883575883,0.46405228758169936,0.6390041493775933,0.503448275862069,7.317750587942356e-10,2.910434364344905e-08
0.0,1.0,0.14375000000000004,0.05,0.43243243243243246,0.5955882352941176,0.5,0.6439393939393939,1.8320366443088727e-10,1.2151912850977276e-08
0.0,1.0,0.14375000000000004,0.1,0.4553014553014553,0.3365695792880259,0.524896265560166,0.37455830388692574,1.2024635445298864e-11,5.820390731881009e-08
0.0,1.0,0.14375000000000004,0.15,0.27442827442827444,0.2774327122153209,0.2821576763485477,0.2880658436213992,2.1128061936925713,-8.47763485701063
0.0,1.0,0.1,0.05,0.6632016632016632,0.5454545454545455,0.7012448132780082,0.6135458167330677,1.1719541209444542e-09,3.8887365785833516e-08
0.0,1.0,0.1,0.1,0.4760914760914761,0.34375,0.504149377593361,0.3379501385041552,0.8682816309906931,0.0
0.0,1.0,0.1,0.15,0.2661122661122661,0.4203612479474549,0.23858921161825727,0.3852596314907873,14434437001.754782,-423409849677.63794
0.0,2.0,0.45,0.05,0.8108108108108109,0.37241379310344824,0.8174273858921162,0.4358974358974359,-2.7033642441142387,-169.85385693280043
0.0,2.0,0.45,0.1,0.762993762993763,0.0,0.7510373443983402,0.0,-10540900650.808353,-348999812686.9038
0.0,2.0,0.45,0.15,0.762993762993763,0.0,0.7510373443983402,0.0,-37321484856.43602,-2646239999537.679
0.0,2.0,0.40625,0.05,0.8212058212058212,0.5520833333333333,0.8547717842323651,0.6428571428571429,-1.4939232691591458,-118.53966002526215
0.0,2.0,0.40625,0.1,0.762993762993763,0.0,0.7510373443983402,0.0,-11930584770.840637,-36276281347.82446
0.0,2.0,0.40625,0.15,0.762993762993763,0.0,0.7510373443983402,0.0,-8093280258.301079,-311761784991.85516
0.0,2.0,0.36250000000000004,0.05,0.817047817047817,0.5769230769230769,0.8464730290456431,0.6442307692307692,-1.1565101002844789,-81.57341130337072
