ratio,trial,C,val-acc,val-f,test-acc,test-f,comp_time
0.0,0.0,625.0,0.81,0.815533980583,0.756666666667,0.742049469965,
0.0,0.0,125.0,0.79,0.798722044728,0.783333333333,0.77508650519,
0.0,0.0,25.0,0.8,0.805194805195,0.793333333333,0.783216783217,
0.0,0.0,5.0,0.803333333333,0.809061488673,0.783333333333,0.773519163763,
0.0,0.0,1.0,0.793333333333,0.8,0.776666666667,0.766550522648,
0.0,0.0,0.2,0.786666666667,0.790849673203,0.786666666667,0.766423357664,
0.0,0.0,0.04,0.773333333333,0.776315789474,0.796666666667,0.776556776557,
0.0,0.0,0.008,0.786666666667,0.786666666667,0.786666666667,0.762962962963,
0.0,0.0,0.0016,0.776666666667,0.785942492013,0.756666666667,0.742049469965,
0.0,1.0,625.0,0.766666666667,0.755244755245,0.793333333333,0.798701298701,
0.0,1.0,125.0,0.746666666667,0.728571428571,0.776666666667,0.781758957655,
0.0,1.0,25.0,0.756666666667,0.740213523132,0.78,0.785714285714,
0.0,1.0,5.0,0.756666666667,0.740213523132,0.78,0.785714285714,
0.0,1.0,1.0,0.783333333333,0.770318021201,0.783333333333,0.786885245902,
0.0,1.0,0.2,0.786666666667,0.771428571429,0.78,0.782894736842,
0.0,1.0,0.04,0.766666666667,0.761904761905,0.776666666667,0.772881355932,
0.0,1.0,0.008,0.793333333333,0.791946308725,0.77,0.767676767677,
0.0,1.0,0.0016,0.773333333333,0.784810126582,0.783333333333,0.786885245902,
0.0,2.0,625.0,0.78,0.808139534884,0.786666666667,0.78231292517,
0.0,2.0,125.0,0.793333333333,0.827777777778,0.753333333333,0.753333333333,
0.0,2.0,25.0,0.8,0.832402234637,0.756666666667,0.755852842809,
0.0,2.0,5.0,0.806666666667,0.837078651685,0.76,0.76,
0.0,2.0,1.0,0.803333333333,0.829971181556,0.77,0.767676767677,
0.0,2.0,0.2,0.783333333333,0.813753581662,0.766666666667,0.760273972603,
0.0,2.0,0.04,0.79,0.814159292035,0.783333333333,0.779661016949,
