,ratio,trial,nu,val-acc,val-f,test-acc,test-f
2015-06-30 05:52:54.994455,0.0,2.0,0.75,0.6699029126213593,0.5641025641025641,0.6153846153846154,0.5
2015-06-30 05:52:56.236114,0.0,2.0,0.66875,0.6407766990291263,0.5747126436781609,0.6634615384615384,0.5783132530120482
2015-06-30 05:52:57.019727,0.0,2.0,0.5875,0.6504854368932039,0.5714285714285714,0.7115384615384616,0.6341463414634145
2015-06-30 05:52:57.696591,0.0,2.0,0.50625,0.6504854368932039,0.5714285714285714,0.7211538461538461,0.6329113924050633
2015-06-30 05:52:58.617842,0.0,2.0,0.425,0.6407766990291263,0.5747126436781609,0.7115384615384616,0.6341463414634145
2015-06-30 05:52:59.382480,0.0,2.0,0.34375,0.36893203883495146,0.2857142857142857,0.38461538461538464,0.28888888888888886
2015-06-30 05:53:00.293907,0.0,2.0,0.26249999999999996,0.34951456310679613,0.3092783505154639,0.36538461538461536,0.3125
2015-06-30 05:53:01.186111,0.0,2.0,0.18125000000000002,0.34951456310679613,0.34951456310679613,0.36538461538461536,0.29787234042553196
2015-06-30 05:53:02.017983,0.0,2.0,0.1,0.36893203883495146,0.32989690721649484,0.4326923076923077,0.32183908045977017
2015-06-30 05:53:02.708942,0.0,3.0,0.75,0.5631067961165048,0.3076923076923077,0.6634615384615384,0.4927536231884058
2015-06-30 05:53:04.098588,0.0,3.0,0.66875,0.6699029126213593,0.5853658536585366,0.7211538461538461,0.6588235294117646
2015-06-30 05:53:04.871234,0.0,3.0,0.5875,0.6796116504854369,0.611764705882353,0.7211538461538461,0.6666666666666666
2015-06-30 05:53:05.650134,0.0,3.0,0.50625,0.6699029126213593,0.5952380952380953,0.7403846153846154,0.6966292134831461
2015-06-30 05:53:06.340513,0.0,3.0,0.425,0.6504854368932039,0.5909090909090908,0.7403846153846154,0.6966292134831461
2015-06-30 05:53:07.255086,0.0,3.0,0.34375,0.6699029126213593,0.6046511627906976,0.7307692307692307,0.6818181818181819
2015-06-30 05:53:08.365522,0.0,3.0,0.26249999999999996,0.6796116504854369,0.6373626373626373,0.6826923076923077,0.6373626373626373
2015-06-30 05:53:09.223710,0.0,3.0,0.18125000000000002,0.6699029126213593,0.6222222222222222,0.7019230769230769,0.6593406593406593
2015-06-30 05:53:10.311319,0.0,3.0,0.1,0.6796116504854369,0.6666666666666667,0.7115384615384616,0.6808510638297872
2015-06-30 05:53:11.251294,0.0,4.0,0.75,0.6407766990291263,0.5316455696202531,0.7019230769230769,0.617283950617284
2015-06-30 05:53:12.545482,0.0,4.0,0.66875,0.6407766990291263,0.5542168674698796,0.6826923076923077,0.6206896551724138
2015-06-30 05:53:13.286228,0.0,4.0,0.5875,0.6796116504854369,0.6024096385542169,0.7115384615384616,0.6341463414634146
2015-06-30 05:53:14.023075,0.0,4.0,0.50625,0.6699029126213593,0.5952380952380952,0.7019230769230769,0.6436781609195402
2015-06-30 05:53:14.735901,0.0,4.0,0.425,0.6893203883495146,0.6279069767441862,0.7115384615384616,0.6511627906976744
2015-06-30 05:53:15.464833,0.0,4.0,0.34375,0.6893203883495146,0.6279069767441862,0.6826923076923077,0.6292134831460675
2015-06-30 05:53:16.574132,0.0,4.0,0.26249999999999996,0.6796116504854369,0.6024096385542169,0.6826923076923077,0.6206896551724138
2015-06-30 05:53:17.557558,0.0,4.0,0.18125000000000002,0.6990291262135923,0.6265060240963854,0.7115384615384616,0.6511627906976744
2015-06-30 05:53:18.301769,0.0,4.0,0.1,0.36893203883495146,0.3157894736842105,0.46153846153846156,0.44000000000000006
2015-06-30 05:53:18.917874,0.0,5.0,0.75,0.6407766990291263,0.5194805194805194,0.6153846153846154,0.5348837209302325
2015-06-30 05:53:19.938346,0.0,5.0,0.66875,0.6796116504854369,0.5714285714285715,0.6057692307692307,0.5591397849462365
2015-06-30 05:53:20.744138,0.0,5.0,0.5875,0.6893203883495146,0.5897435897435898,0.6346153846153846,0.6041666666666666
2015-06-30 05:53:21.423242,0.0,5.0,0.50625,0.6990291262135923,0.5866666666666667,0.6346153846153846,0.6041666666666666
2015-06-30 05:53:22.100764,0.0,5.0,0.425,0.4077669902912621,0.3440860215053763,0.41346153846153844,0.31460674157303375
2015-06-30 05:53:22.944926,0.0,5.0,0.34375,0.3786407766990291,0.3333333333333333,0.4326923076923077,0.3516483516483517
2015-06-30 05:53:23.840708,0.0,5.0,0.26249999999999996,0.3883495145631068,0.3368421052631579,0.4519230769230769,0.4
2015-06-30 05:53:24.782957,0.0,5.0,0.18125000000000002,0.3786407766990291,0.36000000000000004,0.38461538461538464,0.3333333333333333
2015-06-30 05:53:25.626176,0.0,5.0,0.1,0.3883495145631068,0.3636363636363637,0.34615384615384615,0.33333333333333337
2015-06-30 05:53:26.426487,0.0,6.0,0.75,0.6504854368932039,0.4375,0.6634615384615384,0.44444444444444436
2015-06-30 05:53:27.646434,0.0,6.0,0.66875,0.6699029126213593,0.575,0.7115384615384616,0.6052631578947368
2015-06-30 05:53:28.453032,0.0,6.0,0.5875,0.6699029126213593,0.575,0.7019230769230769,0.5974025974025974
2015-06-30 05:53:29.179540,0.0,6.0,0.50625,0.33980582524271846,0.27659574468085113,0.375,0.28571428571428564
2015-06-30 05:53:29.931694,0.0,6.0,0.425,0.3300970873786408,0.28865979381443296,0.33653846153846156,0.2580645161290323
2015-06-30 05:53:30.868217,0.0,6.0,0.34375,0.33980582524271846,0.2916666666666667,0.25,0.23529411764705882
2015-06-30 05:53:31.812005,0.0,6.0,0.26249999999999996,0.3786407766990291,0.30434782608695654,0.2403846153846154,0.202020202020202
2015-06-30 05:53:32.731078,0.0,6.0,0.18125000000000002,0.39805825242718446,0.3404255319148936,0.2980769230769231,0.24742268041237114
2015-06-30 05:53:33.519426,0.0,6.0,0.1,0.3786407766990291,0.3191489361702128,0.3076923076923077,0.25
2015-06-30 05:53:34.527628,0.0,7.0,0.75,0.6699029126213593,0.45161290322580644,0.7403846153846154,0.6896551724137931
2015-06-30 05:53:35.656099,0.0,7.0,0.66875,0.6990291262135923,0.47457627118644075,0.75,0.6976744186046512
2015-06-30 05:53:36.489040,0.0,7.0,0.5875,0.7087378640776699,0.53125,0.75,0.6976744186046512
2015-06-30 05:53:37.219663,0.0,7.0,0.50625,0.4368932038834951,0.3555555555555555,0.2980769230769231,0.1978021978021978
2015-06-30 05:53:37.891145,0.0,7.0,0.425,0.44660194174757284,0.37362637362637363,0.27884615384615385,0.1758241758241758
2015-06-30 05:53:38.736768,0.0,7.0,0.34375,0.5145631067961165,0.358974358974359,0.34615384615384615,0.1904761904761905
2015-06-30 05:53:39.734487,0.0,7.0,0.26249999999999996,0.5145631067961165,0.37499999999999994,0.34615384615384615,0.22727272727272724
2015-06-30 05:53:40.792148,0.0,7.0,0.18125000000000002,0.46601941747572817,0.35294117647058826,0.375,0.28571428571428564
2015-06-30 05:53:41.643191,0.0,7.0,0.1,0.47572815533980584,0.35714285714285715,0.3557692307692308,0.27956989247311825
2015-06-30 05:53:42.368030,0.0,8.0,0.75,0.6699029126213593,0.6382978723404255,0.5673076923076923,0.5263157894736843
2015-06-30 05:53:43.390615,0.0,8.0,0.66875,0.6699029126213593,0.6222222222222222,0.5480769230769231,0.4835164835164835
2015-06-30 05:53:44.108385,0.0,8.0,0.5875,0.6796116504854369,0.6292134831460675,0.5673076923076923,0.5161290322580644
2015-06-30 05:53:44.876252,0.0,8.0,0.50625,0.6796116504854369,0.6292134831460675,0.6153846153846154,0.5918367346938775
2015-06-30 05:53:45.587553,0.0,8.0,0.425,0.6796116504854369,0.6373626373626373,0.5961538461538461,0.58
2015-06-30 05:53:46.305980,0.0,8.0,0.34375,0.6796116504854369,0.6451612903225806,0.5769230769230769,0.5686274509803922
2015-06-30 05:53:47.196338,0.0,8.0,0.26249999999999996,0.6504854368932039,0.6326530612244898,0.5673076923076923,0.5714285714285715
2015-06-30 05:53:47.786273,0.0,8.0,0.18125000000000002,0.6407766990291263,0.6262626262626263,0.5865384615384616,0.5742574257425743
2015-06-30 05:53:48.480502,0.0,8.0,0.1,0.6601941747572816,0.631578947368421,0.5769230769230769,0.5599999999999999
2015-06-30 05:53:49.136293,0.0,9.0,0.75,0.5631067961165048,0.15094339622641506,0.6442307692307693,0.3272727272727273
2015-06-30 05:53:50.403236,0.0,9.0,0.66875,0.6601941747572816,0.5333333333333333,0.6730769230769231,0.4848484848484849
2015-06-30 05:53:51.228440,0.0,9.0,0.5875,0.6893203883495146,0.6190476190476191,0.7403846153846154,0.6493506493506495
2015-06-30 05:53:51.936921,0.0,9.0,0.50625,0.6893203883495146,0.6190476190476191,0.7403846153846154,0.6493506493506495
2015-06-30 05:53:52.734030,0.0,9.0,0.425,0.6796116504854369,0.6206896551724138,0.7307692307692307,0.6744186046511628
2015-06-30 05:53:53.486464,0.0,9.0,0.34375,0.6990291262135923,0.6593406593406593,0.7307692307692307,0.6818181818181818
2015-06-30 05:53:54.373507,0.0,9.0,0.26249999999999996,0.30097087378640774,0.23404255319148937,0.34615384615384615,0.2608695652173913
2015-06-30 05:53:55.278496,0.0,9.0,0.18125000000000002,0.2815533980582524,0.25999999999999995,0.34615384615384615,0.3061224489795918
2015-06-30 05:53:56.014500,0.0,9.0,0.1,0.36893203883495146,0.2857142857142857,0.36538461538461536,0.29787234042553196
2015-06-30 05:53:56.918383,0.0,10.0,0.75,0.6699029126213593,0.6304347826086956,0.5769230769230769,0.5
2015-06-30 05:53:58.227623,0.0,10.0,0.66875,0.6796116504854369,0.611764705882353,0.5769230769230769,0.47619047619047616
2015-06-30 05:53:59.009967,0.0,10.0,0.5875,0.7184466019417476,0.6506024096385543,0.6346153846153846,0.525
2015-06-30 05:53:59.806699,0.0,10.0,0.50625,0.7087378640776699,0.6511627906976744,0.6346153846153846,0.5476190476190476
2015-06-30 05:54:00.589945,0.0,10.0,0.425,0.7184466019417476,0.6741573033707865,0.625,0.5411764705882353
2015-06-30 05:54:01.243008,0.0,10.0,0.34375,0.7572815533980582,0.7058823529411764,0.6442307692307693,0.54320987654321
2015-06-30 05:54:02.201358,0.0,10.0,0.26249999999999996,0.42718446601941745,0.33707865168539325,0.4807692307692308,0.325
2015-06-30 05:54:03.241288,0.0,10.0,0.18125000000000002,0.49514563106796117,0.43478260869565216,0.4807692307692308,0.3076923076923077
2015-06-30 05:54:04.024788,0.0,10.0,0.1,0.39805825242718446,0.31111111111111117,0.47115384615384615,0.3373493975903615
2015-06-30 05:54:04.797612,0.0,11.0,0.75,0.6407766990291263,0.5194805194805195,0.7211538461538461,0.6419753086419754
2015-06-30 05:54:05.945993,0.0,11.0,0.66875,0.6796116504854369,0.5822784810126581,0.7403846153846154,0.689655172413793
2015-06-30 05:54:06.711295,0.0,11.0,0.5875,0.6893203883495146,0.6,0.7403846153846154,0.689655172413793
2015-06-30 05:54:07.375382,0.0,11.0,0.50625,0.7184466019417476,0.6233766233766234,0.7403846153846154,0.6823529411764705
2015-06-30 05:54:08.154588,0.0,11.0,0.425,0.39805825242718446,0.2790697674418604,0.4326923076923077,0.2716049382716049
2015-06-30 05:54:08.965488,0.0,11.0,0.34375,0.3883495145631068,0.2758620689655172,0.4519230769230769,0.29629629629629634
2015-06-30 05:54:09.834171,0.0,11.0,0.26249999999999996,0.3883495145631068,0.2758620689655172,0.4519230769230769,0.29629629629629634
2015-06-30 05:54:10.818802,0.0,11.0,0.18125000000000002,0.39805825242718446,0.3541666666666667,0.46153846153846156,0.3488372093023256
2015-06-30 05:54:11.536894,0.0,11.0,0.1,0.3106796116504854,0.32380952380952377,0.4807692307692308,0.42553191489361697
2015-06-30 05:54:12.427610,0.0,12.0,0.75,0.6990291262135923,0.6172839506172839,0.6923076923076923,0.6097560975609756
2015-06-30 05:54:13.933580,0.0,12.0,0.66875,0.7087378640776699,0.6250000000000001,0.6826923076923077,0.5822784810126583
2015-06-30 05:54:14.739738,0.0,12.0,0.5875,0.7087378640776699,0.6250000000000001,0.6730769230769231,0.575
2015-06-30 05:54:15.411793,0.0,12.0,0.50625,0.6990291262135923,0.5974025974025974,0.7019230769230769,0.5753424657534246
2015-06-30 05:54:16.236398,0.0,12.0,0.425,0.7378640776699029,0.6666666666666666,0.7019230769230769,0.6172839506172839
2015-06-30 05:54:17.045743,0.0,12.0,0.34375,0.6990291262135923,0.6436781609195402,0.6826923076923077,0.6024096385542169
2015-06-30 05:54:17.941115,0.0,12.0,0.26249999999999996,0.7184466019417476,0.6741573033707865,0.6923076923076923,0.6444444444444445
2015-06-30 05:54:18.805739,0.0,12.0,0.18125000000000002,0.4368932038834951,0.4423076923076923,0.41346153846153844,0.3296703296703297
2015-06-30 05:54:19.669576,0.0,12.0,0.1,0.3883495145631068,0.37623762376237624,0.4230769230769231,0.3181818181818182
2015-06-30 05:54:20.524630,0.0,13.0,0.75,0.6990291262135923,0.5753424657534246,0.7115384615384616,0.5454545454545455
2015-06-30 05:54:21.581027,0.0,13.0,0.66875,0.7087378640776699,0.605263157894737,0.7115384615384616,0.5454545454545455
2015-06-30 05:54:22.391384,0.0,13.0,0.5875,0.6990291262135923,0.6075949367088608,0.7211538461538461,0.5797101449275363
2015-06-30 05:54:23.106235,0.0,13.0,0.50625,0.7184466019417476,0.6329113924050633,0.7115384615384616,0.5714285714285714
2015-06-30 05:54:23.785711,0.0,13.0,0.425,0.7087378640776699,0.625,0.7403846153846154,0.6197183098591549
2015-06-30 05:54:24.506289,0.0,13.0,0.34375,0.7087378640776699,0.6341463414634146,0.75,0.638888888888889
2015-06-30 05:54:25.366785,0.0,13.0,0.26249999999999996,0.7184466019417476,0.6588235294117647,0.7596153846153846,0.6575342465753423
2015-06-30 05:54:26.473603,0.0,13.0,0.18125000000000002,0.6796116504854369,0.6292134831460675,0.6826923076923077,0.6024096385542169
2015-06-30 05:54:27.420389,0.0,13.0,0.1,0.6310679611650486,0.5777777777777778,0.6826923076923077,0.5925925925925926
2015-06-30 05:54:28.415309,0.0,14.0,0.75,0.6699029126213593,0.5,0.6923076923076923,0.5294117647058824
2015-06-30 05:54:29.706614,0.0,14.0,0.66875,0.6893203883495146,0.5675675675675675,0.7019230769230769,0.5753424657534247
2015-06-30 05:54:30.571147,0.0,14.0,0.5875,0.6990291262135923,0.5866666666666666,0.7211538461538461,0.6133333333333334
2015-06-30 05:54:31.249805,0.0,14.0,0.50625,0.6699029126213593,0.5641025641025641,0.7115384615384616,0.605263157894737
2015-06-30 05:54:31.907106,0.0,14.0,0.425,0.6796116504854369,0.5925925925925926,0.7115384615384616,0.605263157894737
2015-06-30 05:54:32.822914,0.0,14.0,0.34375,0.6990291262135923,0.617283950617284,0.6826923076923077,0.5822784810126581
2015-06-30 05:54:33.780072,0.0,14.0,0.26249999999999996,0.7087378640776699,0.6341463414634146,0.6826923076923077,0.6024096385542169
2015-06-30 05:54:34.708039,0.0,14.0,0.18125000000000002,0.3592233009708738,0.36538461538461536,0.5096153846153846,0.48484848484848486
2015-06-30 05:54:35.580311,0.0,14.0,0.1,0.4077669902912621,0.38383838383838387,0.4807692307692308,0.39999999999999997
2015-06-30 05:54:36.418108,0.0,15.0,0.75,0.5728155339805825,0.45,0.6730769230769231,0.6382978723404256
2015-06-30 05:54:37.823962,0.0,15.0,0.66875,0.6019417475728155,0.48101265822784806,0.6634615384615384,0.5977011494252874
2015-06-30 05:54:38.631968,0.0,15.0,0.5875,0.6407766990291263,0.5194805194805195,0.7211538461538461,0.6588235294117647
2015-06-30 05:54:39.421783,0.0,15.0,0.50625,0.6699029126213593,0.5405405405405406,0.7115384615384616,0.6428571428571429
2015-06-30 05:54:40.170759,0.0,15.0,0.425,0.6407766990291263,0.5432098765432098,0.7019230769230769,0.651685393258427
2015-06-30 05:54:40.872153,0.0,15.0,0.34375,0.4854368932038835,0.4301075268817204,0.41346153846153844,0.4077669902912622
2015-06-30 05:54:41.656838,0.0,15.0,0.26249999999999996,0.3883495145631068,0.35051546391752575,0.3269230769230769,0.3518518518518519
2015-06-30 05:54:42.538575,0.0,15.0,0.18125000000000002,0.39805825242718446,0.3404255319148936,0.3173076923076923,0.34862385321100914
2015-06-30 05:54:43.249890,0.0,15.0,0.1,0.42718446601941745,0.3655913978494624,0.34615384615384615,0.3928571428571429
2015-06-30 05:54:44.280644,0.0,16.0,0.75,0.6796116504854369,0.5714285714285715,0.5865384615384616,0.46913580246913583
2015-06-30 05:54:45.388970,0.0,16.0,0.66875,0.6990291262135923,0.6172839506172839,0.5673076923076923,0.4827586206896552
2015-06-30 05:54:46.038097,0.0,16.0,0.5875,0.6796116504854369,0.5714285714285715,0.6153846153846154,0.5348837209302325
2015-06-30 05:54:46.655637,0.0,16.0,0.50625,0.6796116504854369,0.5714285714285715,0.625,0.5714285714285714
2015-06-30 05:54:47.314321,0.0,16.0,0.425,0.6699029126213593,0.5641025641025641,0.6057692307692307,0.5393258426966293
2015-06-30 05:54:48.013337,0.0,16.0,0.34375,0.6601941747572816,0.5569620253164557,0.625,0.5617977528089888
2015-06-30 05:54:48.945985,0.0,16.0,0.26249999999999996,0.6310679611650486,0.5,0.625,0.5617977528089888
2015-06-30 05:54:49.808407,0.0,16.0,0.18125000000000002,0.6504854368932039,0.55,0.5961538461538461,0.5227272727272727
2015-06-30 05:54:50.588074,0.0,16.0,0.1,0.6407766990291263,0.5194805194805194,0.6057692307692307,0.5176470588235295
2015-06-30 05:54:51.385632,0.0,17.0,0.75,0.6407766990291263,0.5647058823529412,0.6826923076923077,0.5925925925925927
2015-06-30 05:54:52.459740,0.0,17.0,0.66875,0.6116504854368932,0.5555555555555556,0.6923076923076923,0.6
2015-06-30 05:54:53.121586,0.0,17.0,0.5875,0.6213592233009708,0.5714285714285714,0.6442307692307693,0.5647058823529412
2015-06-30 05:54:53.915087,0.0,17.0,0.50625,0.6116504854368932,0.574468085106383,0.625,0.5517241379310345
2015-06-30 05:54:54.551342,0.0,17.0,0.425,0.5922330097087378,0.5625000000000001,0.6634615384615384,0.6236559139784946
2015-06-30 05:54:55.213838,0.0,17.0,0.34375,0.4368932038834951,0.2926829268292683,0.3942307692307692,0.3883495145631068
2015-06-30 05:54:55.963993,0.0,17.0,0.26249999999999996,0.4174757281553398,0.3023255813953489,0.4326923076923077,0.4158415841584158
2015-06-30 05:54:56.783966,0.0,17.0,0.18125000000000002,0.4174757281553398,0.31818181818181823,0.4519230769230769,0.44660194174757284
2015-06-30 05:54:57.616684,0.0,17.0,0.1,0.3883495145631068,0.29213483146067415,0.3942307692307692,0.37623762376237624
2015-06-30 05:54:58.456222,0.0,18.0,0.75,0.6699029126213593,0.5142857142857143,0.7115384615384616,0.6341463414634148
2015-06-30 05:55:00.113987,0.0,18.0,0.66875,0.6504854368932039,0.5384615384615384,0.7307692307692307,0.6744186046511628
2015-06-30 05:55:00.821163,0.0,18.0,0.5875,0.6601941747572816,0.5454545454545454,0.7403846153846154,0.6823529411764706
2015-06-30 05:55:01.543721,0.0,18.0,0.50625,0.6796116504854369,0.5822784810126581,0.7596153846153846,0.7058823529411764
2015-06-30 05:55:02.374776,0.0,18.0,0.425,0.6699029126213593,0.5853658536585366,0.7403846153846154,0.6966292134831461
2015-06-30 05:55:03.186776,0.0,18.0,0.34375,0.6796116504854369,0.6292134831460674,0.7596153846153846,0.736842105263158
2015-06-30 05:55:04.061189,0.0,18.0,0.26249999999999996,0.7087378640776699,0.6808510638297872,0.7403846153846154,0.7326732673267327
2015-06-30 05:55:04.881479,0.0,18.0,0.18125000000000002,0.42718446601941745,0.3370786516853933,0.3557692307692308,0.2795698924731183
2015-06-30 05:55:05.705181,0.0,18.0,0.1,0.4174757281553398,0.34782608695652173,0.33653846153846156,0.24175824175824176
2015-06-30 05:55:06.484450,0.0,19.0,0.75,0.5728155339805825,0.4358974358974359,0.6057692307692307,0.5176470588235293
2015-06-30 05:55:07.653857,0.0,19.0,0.66875,0.5825242718446602,0.44155844155844154,0.6730769230769231,0.5853658536585366
2015-06-30 05:55:08.500681,0.0,19.0,0.5875,0.5631067961165048,0.430379746835443,0.6923076923076923,0.619047619047619
2015-06-30 05:55:09.231415,0.0,19.0,0.50625,0.5631067961165048,0.430379746835443,0.6923076923076923,0.619047619047619
2015-06-30 05:55:09.810211,0.0,19.0,0.425,0.47572815533980584,0.38636363636363635,0.6634615384615384,0.5977011494252873
2015-06-30 05:55:10.690694,0.0,19.0,0.34375,0.5145631067961165,0.41860465116279066,0.6634615384615384,0.6236559139784946
2015-06-30 05:55:11.531916,0.0,19.0,0.26249999999999996,0.5242718446601942,0.44943820224719105,0.6634615384615384,0.6153846153846155
2015-06-30 05:55:12.323513,0.0,19.0,0.18125000000000002,0.5436893203883495,0.47191011235955055,0.6538461538461539,0.6170212765957447
2015-06-30 05:55:13.223211,0.0,19.0,0.1,0.5242718446601942,0.47311827956989244,0.625,0.6138613861386139
2015-06-30 05:55:14.133116,0.0,20.0,0.75,0.6504854368932039,0.5135135135135136,0.6442307692307693,0.5647058823529411
2015-06-30 05:55:15.509905,0.0,20.0,0.66875,0.6504854368932039,0.5813953488372093,0.6923076923076923,0.627906976744186
2015-06-30 05:55:16.375007,0.0,20.0,0.5875,0.6407766990291263,0.5842696629213483,0.6923076923076923,0.6363636363636364
2015-06-30 05:55:17.087353,0.0,20.0,0.50625,0.6407766990291263,0.5842696629213483,0.6923076923076923,0.6444444444444445
2015-06-30 05:55:17.842974,0.0,20.0,0.425,0.6504854368932039,0.5909090909090908,0.6923076923076923,0.6444444444444445
2015-06-30 05:55:18.631743,0.0,20.0,0.34375,0.3300970873786408,0.25806451612903225,0.3269230769230769,0.22222222222222224
2015-06-30 05:55:19.584269,0.0,20.0,0.26249999999999996,0.33980582524271846,0.2608695652173913,0.34615384615384615,0.24444444444444444
2015-06-30 05:55:20.535163,0.0,20.0,0.18125000000000002,0.34951456310679613,0.26373626373626374,0.33653846153846156,0.22471910112359547
2015-06-30 05:55:21.340332,0.0,20.0,0.1,0.34951456310679613,0.26373626373626374,0.3076923076923077,0.23404255319148937
2015-06-30 05:55:22.076722,0.0,21.0,0.75,0.6213592233009708,0.5185185185185185,0.625,0.417910447761194
2015-06-30 05:55:23.212036,0.0,21.0,0.66875,0.6601941747572816,0.588235294117647,0.6442307692307693,0.47887323943661975
2015-06-30 05:55:23.897734,0.0,21.0,0.5875,0.6601941747572816,0.5977011494252874,0.625,0.5063291139240506
2015-06-30 05:55:24.611456,0.0,21.0,0.50625,0.6699029126213593,0.6136363636363635,0.6346153846153846,0.5365853658536586
2015-06-30 05:55:25.642906,0.0,21.0,0.425,0.6893203883495146,0.6279069767441859,0.6634615384615384,0.5454545454545455
2015-06-30 05:55:26.648933,0.0,21.0,0.34375,0.3883495145631068,0.29213483146067415,0.47115384615384615,0.3373493975903615
2015-06-30 05:55:27.663243,0.0,21.0,0.26249999999999996,0.3300970873786408,0.2247191011235955,0.4423076923076923,0.2564102564102564
2015-06-30 05:55:28.688435,0.0,21.0,0.18125000000000002,0.32038834951456313,0.27083333333333337,0.34615384615384615,0.19047619047619047
2015-06-30 05:55:29.521231,0.0,21.0,0.1,0.30097087378640774,0.23404255319148937,0.3557692307692308,0.21176470588235294
2015-06-30 05:55:30.279264,0.0,22.0,0.75,0.6601941747572816,0.631578947368421,0.5673076923076923,0.49438202247191015
2015-06-30 05:55:31.327240,0.0,22.0,0.66875,0.6699029126213593,0.6530612244897959,0.6153846153846154,0.5652173913043479
2015-06-30 05:55:32.018112,0.0,22.0,0.5875,0.6990291262135923,0.6736842105263158,0.6057692307692307,0.5591397849462365
2015-06-30 05:55:32.681493,0.0,22.0,0.50625,0.4368932038834951,0.4727272727272727,0.40384615384615385,0.38000000000000006
2015-06-30 05:55:33.248830,0.0,22.0,0.425,0.3592233009708738,0.4000000000000001,0.41346153846153844,0.3838383838383838
2015-06-30 05:55:33.843328,0.0,22.0,0.34375,0.33980582524271846,0.37037037037037035,0.3942307692307692,0.33684210526315794
2015-06-30 05:55:34.665740,0.0,22.0,0.26249999999999996,0.2621359223300971,0.2692307692307692,0.3557692307692308,0.32323232323232326
2015-06-30 05:55:35.412810,0.0,22.0,0.18125000000000002,0.2621359223300971,0.23999999999999996,0.36538461538461536,0.2978723404255319
2015-06-30 05:55:36.413142,0.0,22.0,0.1,0.2815533980582524,0.24489795918367346,0.38461538461538464,0.28888888888888886
2015-06-30 05:55:37.224352,0.0,23.0,0.75,0.5922330097087378,0.4473684210526316,0.6538461538461539,0.5
2015-06-30 05:55:38.338031,0.0,23.0,0.66875,0.6116504854368932,0.5348837209302326,0.7019230769230769,0.5974025974025973
2015-06-30 05:55:39.094641,0.0,23.0,0.5875,0.6310679611650486,0.5777777777777778,0.7211538461538461,0.6506024096385542
2015-06-30 05:55:39.865121,0.0,23.0,0.50625,0.6310679611650486,0.5869565217391304,0.7115384615384616,0.6428571428571429
2015-06-30 05:55:40.797576,0.0,23.0,0.425,0.6213592233009708,0.6138613861386139,0.6923076923076923,0.627906976744186
2015-06-30 05:55:41.564034,0.0,23.0,0.34375,0.4174757281553398,0.26829268292682923,0.4326923076923077,0.1917808219178082
2015-06-30 05:55:42.500482,0.0,23.0,0.26249999999999996,0.4368932038834951,0.27499999999999997,0.375,0.17721518987341775
2015-06-30 05:55:43.293703,0.0,23.0,0.18125000000000002,0.4174757281553398,0.26829268292682923,0.3942307692307692,0.20253164556962025
2015-06-30 05:55:44.243971,0.0,23.0,0.1,0.4174757281553398,0.3023255813953488,0.375,0.15584415584415584
