ratio,trial,C,s,val-acc,val-f,test-acc,test-f,comp_time,timeout
0.0,0,625.0,-1.0,0.0,0.0,0.0,0.0,0.07384610176086426,False
0.0,0,125.0,-1.0,0.532051282051282,0.5680473372781065,0.5238372093023256,0.5517241379310345,0.05680084228515625,False
0.0,0,25.0,-1.0,0.532051282051282,0.5680473372781065,0.5238372093023256,0.5517241379310345,0.0582280158996582,False
0.0,0,5.0,-1.0,0.532051282051282,0.5680473372781065,0.5238372093023256,0.5517241379310345,0.05940699577331543,False
0.0,0,1.0,-1.0,0.532051282051282,0.5680473372781065,0.5238372093023256,0.5517241379310345,0.05665779113769531,False
0.0,0,0.2,-1.0,0.532051282051282,0.5680473372781065,0.5238372093023256,0.5517241379310345,0.059452056884765625,False
0.0,0,0.04,-1.0,0.532051282051282,0.5680473372781065,0.5238372093023256,0.5517241379310345,0.059008121490478516,False
0.0,0,0.008,-1.0,0.532051282051282,0.5680473372781065,0.5238372093023256,0.5517241379310345,0.059454917907714844,False
0.0,0,0.0016,-1.0,0.5282051282051282,0.6341948310139165,0.5197674418604651,0.6224862888482632,0.05755805969238281,False
0.03,0,625.0,-1.0,0.0,0.0,0.0,0.0,0.05850815773010254,False
0.03,0,125.0,-1.0,0.5307692307692308,0.5503685503685503,0.5255813953488372,0.562700964630225,0.05821800231933594,False
0.03,0,25.0,-1.0,0.5307692307692308,0.5503685503685503,0.5255813953488372,0.562700964630225,0.05734896659851074,False
0.03,0,5.0,-1.0,0.5307692307692308,0.5503685503685503,0.5255813953488372,0.562700964630225,0.05834794044494629,False
0.03,0,1.0,-1.0,0.5307692307692308,0.5503685503685503,0.5255813953488372,0.562700964630225,0.05733609199523926,False
0.03,0,0.2,-1.0,0.5307692307692308,0.5503685503685503,0.5255813953488372,0.562700964630225,0.05765700340270996,False
0.03,0,0.04,-1.0,0.5307692307692308,0.5503685503685503,0.5255813953488372,0.562700964630225,0.05743288993835449,False
0.03,0,0.008,-1.0,0.5307692307692308,0.5503685503685503,0.5255813953488372,0.562700964630225,0.05783700942993164,False
0.03,0,0.0016,-1.0,0.5166666666666667,0.5959271168274385,0.5203488372093024,0.6196403872752421,0.054724931716918945,False
0.05,0,625.0,-1.0,0.0,0.0,0.0,0.0,0.056925058364868164,False
0.05,0,125.0,-1.0,0.532051282051282,0.5499383477188655,0.5186046511627908,0.5353535353535355,0.057888031005859375,False
0.05,0,25.0,-1.0,0.532051282051282,0.5499383477188655,0.5186046511627908,0.5353535353535355,0.05738186836242676,False
0.05,0,5.0,-1.0,0.532051282051282,0.5499383477188655,0.5186046511627908,0.5353535353535355,0.0569920539855957,False
0.05,0,1.0,-1.0,0.532051282051282,0.5499383477188655,0.5186046511627908,0.5353535353535355,0.05752205848693848,False
0.05,0,0.2,-1.0,0.532051282051282,0.5499383477188655,0.5186046511627908,0.5353535353535355,0.056993961334228516,False
0.05,0,0.04,-1.0,0.532051282051282,0.5499383477188655,0.5186046511627908,0.5353535353535355,0.057682037353515625,False
0.05,0,0.008,-1.0,0.532051282051282,0.5499383477188655,0.5186046511627908,0.5353535353535355,0.05700993537902832,False
0.05,0,0.0016,-1.0,0.5371794871794872,0.5470514429109159,0.5372093023255814,0.5273159144893111,0.055287837982177734,False
0.1,0,625.0,-1.0,0.0,0.0,0.0,0.0,0.05824708938598633,False
0.1,0,125.0,-1.0,0.5551282051282052,0.5903187721369539,0.5162790697674419,0.5428571428571428,0.05969405174255371,False
0.1,0,25.0,-1.0,0.5551282051282052,0.5903187721369539,0.5162790697674419,0.5428571428571428,0.05839204788208008,False
0.1,0,5.0,-1.0,0.5551282051282052,0.5903187721369539,0.5162790697674419,0.5428571428571428,0.058422088623046875,False
0.1,0,1.0,-1.0,0.5551282051282052,0.5903187721369539,0.5162790697674419,0.5428571428571428,0.05851411819458008,False
0.1,0,0.2,-1.0,0.5551282051282052,0.5903187721369539,0.5162790697674419,0.5428571428571428,0.05821394920349121,False
0.1,0,0.04,-1.0,0.5551282051282052,0.5903187721369539,0.5162790697674419,0.5428571428571428,0.06111001968383789,False
0.1,0,0.008,-1.0,0.5551282051282052,0.5903187721369539,0.5162790697674419,0.5428571428571428,0.058476924896240234,False
0.1,0,0.0016,-1.0,0.5217948717948718,0.5958829902491873,0.522093023255814,0.5978473581213307,0.05720210075378418,False
0.2,0,625.0,-1.0,0.0,0.0,0.0,0.0,0.09518599510192871,False
0.2,0,125.0,-1.0,0.5397435897435897,0.537966537966538,0.516860465116279,0.5131810193321616,0.057360172271728516,False
0.2,0,25.0,-1.0,0.5397435897435897,0.537966537966538,0.516860465116279,0.5131810193321616,0.0584111213684082,False
0.2,0,5.0,-1.0,0.5397435897435897,0.537966537966538,0.516860465116279,0.5131810193321616,0.05759716033935547,False
0.2,0,1.0,-1.0,0.5397435897435897,0.537966537966538,0.516860465116279,0.5131810193321616,0.058351993560791016,False
0.2,0,0.2,-1.0,0.5397435897435897,0.537966537966538,0.516860465116279,0.5131810193321616,0.05739402770996094,False
0.2,0,0.04,-1.0,0.5397435897435897,0.537966537966538,0.516860465116279,0.5131810193321616,0.05772686004638672,False
0.2,0,0.008,-1.0,0.5397435897435897,0.537966537966538,0.516860465116279,0.5131810193321616,0.05958294868469238,False
0.2,0,0.0016,-1.0,0.5371794871794872,0.49368863955119213,0.5162790697674419,0.4475431606905711,0.06042790412902832,False
