ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR,comp_time
0.0,0.0,0.9,0.05,0.89057350033,0.905070529928,0.887497253351,0.903140370791,-12.1146061465,-37341.5807096,569.250598907
0.0,0.0,0.8,0.05,0.521863326741,0.685821542016,0.525159305647,0.688661576142,-121.754423448,12869.7443542,398.684495926
0.0,0.0,0.7,0.05,0.954515491101,0.958122597613,0.954295759174,0.958199356913,-8.82382641295,-25188.5782599,524.700861931
0.0,0.0,0.6,0.05,0.963085036256,0.965728274174,0.964403427818,0.967139959432,-8.06228279954,-20064.8520115,603.432168961
0.0,0.0,0.5,0.05,0.970775653702,0.972673104582,0.969237530213,0.971475142624,-7.35347905484,-15391.2940064,637.139775991
0.0,0.0,0.4,0.05,0.975609756098,0.977089783282,0.973632168754,0.97542997543,-6.69269916382,-11129.0109563,472.722370863
0.0,0.0,0.3,0.05,0.979345198857,0.980522171571,0.978905735003,0.98024691358,-5.98405178987,-7283.63920815,821.053236008
0.0,0.0,0.2,0.05,0.98439903318,0.985223725286,0.982201713909,0.98326100434,-5.11581581489,-3903.45416907,731.661916018
0.0,0.0,0.1,0.05,0.989233135575,0.98975538365,0.989013403648,0.989609310058,-3.96467352613,-1102.80914476,799.794396162
0.0,1.0,0.9,0.05,0.834761590859,0.862271062271,0.833882663151,0.861690450055,-13.5343923208,-37873.4936987,373.363490105
0.0,1.0,0.8,0.05,0.93078444298,0.937213474188,0.932542298396,0.938734783476,-10.1255404476,-31040.0506286,640.664535046
0.0,1.0,0.7,0.05,0.9463854098,0.950627276406,0.950999780268,0.954720812183,-8.96720674674,-25282.2595419,523.911880016
0.0,1.0,0.6,0.05,0.960008789277,0.962674323216,0.960448253131,0.96312986481,-8.12717916801,-20112.4935327,621.183367968
0.0,1.0,0.5,0.05,0.968578334432,0.970436220798,0.968138870578,0.970072239422,-7.39912743861,-15411.9454305,767.17672205
0.0,1.0,0.4,0.05,0.976488683806,0.977703688268,0.972972972973,0.974476032372,-6.69558409041,-11138.9364648,739.753488064
