ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR
0.0,0.0,0.75,0.05,0.6213592233009708,0.5714285714285714,0.6442307692307693,0.5316455696202532,-0.6898418172097142,-7.081424662254387
0.0,0.0,0.75,0.1,0.5922330097087378,0.5,0.6153846153846154,0.47368421052631576,-0.914133436221893,-12.830248624835143
0.0,0.0,0.75,0.15,0.5825242718446602,0.0,0.5769230769230769,0.0,-293117393023.32635,-2393779156454.3804
0.0,0.0,0.66875,0.05,0.6601941747572816,0.5569620253164557,0.7403846153846154,0.6582278481012659,-0.355259887469795,-3.9544673311243868
0.0,0.0,0.66875,0.1,0.7184466019417476,0.6027397260273971,0.7211538461538461,0.5797101449275363,-0.4296570815453952,-7.36191035082133
0.0,0.0,0.66875,0.15,0.6699029126213593,0.48484848484848486,0.6538461538461539,0.39999999999999997,-0.5819993741496744,-11.156212640313889
0.0,0.0,0.5875,0.05,0.22330097087378642,0.5842696629213482,0.21153846153846154,0.65,-5.903810020068845e-10,3.1705980979101584e-09
0.0,0.0,0.5875,0.1,0.6699029126213593,0.6046511627906976,0.7019230769230769,0.6265060240963856,-0.2611028137717325,-3.329213897657938
0.0,0.0,0.5875,0.15,0.6990291262135923,0.5866666666666667,0.6923076923076923,0.5789473684210527,-0.28279325912137937,-5.187626577862214
0.0,0.0,0.50625,0.05,0.0,0.5777777777777778,0.0,0.6666666666666666,-6.062980900173182e-11,1.755154750961479e-09
0.0,0.0,0.50625,0.1,0.0,0.6526315789473683,0.0,0.6222222222222223,-1.122065600635368e-11,2.7697448599367304e-10
0.0,0.0,0.50625,0.15,0.3300970873786408,0.6222222222222222,0.33653846153846156,0.6021505376344085,-4.2516831311366236e-10,4.8797024708251355e-09
0.0,0.0,0.425,0.05,0.0,0.5909090909090908,0.0,0.6506024096385543,-3.2680634522520458e-12,5.922973191604252e-10
0.0,0.0,0.425,0.1,0.0,0.6444444444444444,0.0,0.6067415730337078,-1.6399394206674797e-11,1.9134010795259005e-09
0.0,0.0,0.425,0.15,0.27184466019417475,0.6222222222222222,0.2980769230769231,0.6136363636363636,-1.7886342144205627e-10,7.834477477047944e-09
0.0,0.0,0.34375,0.05,0.0,0.5617977528089888,0.0,0.6506024096385543,7.887726646163723e-12,5.287696291058605e-10
0.0,0.0,0.34375,0.1,0.04854368932038835,0.6136363636363636,0.038461538461538464,0.5454545454545454,1.3486936305784003e-10,7.267893670928732e-09
0.0,0.0,0.34375,0.15,0.0,0.3188405797101449,0.0,0.41975308641975306,2.7516255314218953e-11,9.134470695671408e-10
