ratio,trial,nu,val-acc,val-f,test-acc,test-f,is_convex
0.0,0,0.9,0.7433333333333333,0.7830985915492958,0.7266666666666667,0.75,True
0.0,0,0.8,0.7066666666666667,0.7766497461928934,0.6933333333333334,0.7499999999999999,True
0.0,0,0.7,0.5733333333333334,0.3469387755102041,0.6066666666666667,0.3516483516483517,True
0.0,0,0.6,0.73,0.7197231833910035,0.77,0.7453874538745389,True
0.0,0,0.5,0.75,0.7440273037542663,0.7666666666666667,0.732824427480916,True
0.0,0,0.4,0.74,0.732876712328767,0.78,0.7537313432835819,True
0.0,0,0.29999999999999993,0.7,0.697986577181208,0.7633333333333333,0.7279693486590039,True
0.0,0,0.19999999999999996,0.7366666666666667,0.7426710097719871,0.81,0.7956989247311828,False
0.0,0,0.1,0.78,0.7814569536423841,0.7733333333333333,0.7553956834532374,False
0.0,1,0.9,0.7166666666666667,0.6975088967971531,0.7666666666666667,0.7131147540983606,True
0.0,1,0.8,0.6933333333333334,0.640625,0.7266666666666667,0.6238532110091743,True
0.0,1,0.7,0.7233333333333334,0.7750677506775068,0.7,0.7321428571428571,True
0.0,1,0.6,0.7366666666666667,0.750788643533123,0.77,0.7526881720430108,True
0.0,1,0.5,0.7433333333333333,0.7508090614886732,0.7766666666666666,0.7545787545787547,True
0.0,1,0.4,0.7433333333333333,0.7539936102236422,0.7533333333333333,0.7338129496402879,True
0.0,1,0.29999999999999993,0.7866666666666666,0.8036809815950922,0.79,0.7820069204152249,True
0.0,1,0.19999999999999996,0.8066666666666666,0.8209876543209876,0.7766666666666666,0.7632508833922262,False
0.0,1,0.1,0.7833333333333333,0.7975077881619939,0.7566666666666667,0.7456445993031359,False
0.0,2,0.9,0.69,0.6075949367088608,0.74,0.680327868852459,True
0.0,2,0.8,0.6433333333333333,0.5158371040723981,0.68,0.5675675675675677,True
0.0,2,0.7,0.61,0.44549763033175344,0.63,0.4585365853658537,True
0.0,2,0.6,0.7366666666666667,0.6901960784313725,0.7166666666666667,0.6718146718146719,True
0.0,2,0.5,0.7233333333333334,0.6891385767790262,0.7766666666666666,0.7563636363636363,True
0.0,2,0.4,0.7333333333333333,0.726027397260274,0.7433333333333333,0.7353951890034366,True
0.0,2,0.29999999999999993,0.7466666666666667,0.7483443708609273,0.77,0.7707641196013288,True
0.0,2,0.19999999999999996,0.7533333333333333,0.75,0.7833333333333333,0.7840531561461794,False
0.0,2,0.1,0.74,0.7417218543046357,0.7633333333333333,0.7593220338983051,False
0.0,3,0.9,0.6833333333333333,0.6153846153846154,0.7166666666666667,0.6718146718146719,True
0.0,3,0.8,0.6666666666666666,0.5726495726495727,0.7166666666666667,0.6640316205533598,True
0.0,3,0.7,0.64,0.5045871559633027,0.6733333333333333,0.5775862068965517,True
0.0,3,0.6,0.5366666666666666,0.23204419889502764,0.5433333333333333,0.2751322751322751,True
0.0,3,0.5,0.7133333333333334,0.6906474820143884,0.76,0.7583892617449665,True
0.0,3,0.4,0.77,0.7645051194539249,0.7466666666666667,0.7397260273972603,True
0.0,3,0.29999999999999993,0.76,0.7692307692307692,0.77,0.7795527156549521,True
0.0,3,0.19999999999999996,0.72,0.7254901960784315,0.7866666666666666,0.7948717948717949,False
0.0,3,0.1,0.7,0.6896551724137931,0.7866666666666666,0.7866666666666667,False
0.0,4,0.9,0.73,0.6720647773279352,0.68,0.627906976744186,True
0.0,4,0.8,0.7066666666666667,0.6239316239316239,0.6466666666666666,0.5470085470085471,True
0.0,4,0.7,0.67,0.5520361990950227,0.6166666666666667,0.48888888888888893,True
0.0,4,0.6,0.71,0.6506024096385542,0.67,0.6117647058823529,True
0.0,4,0.5,0.76,0.74468085106383,0.77,0.7676767676767677,True
0.0,4,0.4,0.7633333333333333,0.7593220338983051,0.7833333333333333,0.7826086956521741,True
0.0,4,0.29999999999999993,0.75,0.736842105263158,0.7666666666666667,0.7697368421052632,True
0.0,4,0.19999999999999996,0.7666666666666667,0.7666666666666667,0.7966666666666666,0.8025889967637541,False
0.0,4,0.1,0.7433333333333333,0.749185667752443,0.7866666666666666,0.7961783439490445,False
0.0,5,0.9,0.6766666666666666,0.5726872246696035,0.66,0.5819672131147541,True
0.0,5,0.8,0.6166666666666667,0.4497607655502392,0.6133333333333333,0.48214285714285715,True
0.0,5,0.7,0.6133333333333333,0.45283018867924535,0.6333333333333333,0.5338983050847458,True
0.0,5,0.6,0.6033333333333334,0.43062200956937796,0.62,0.4955752212389381,True
0.0,5,0.5,0.7033333333333334,0.6536964980544746,0.7366666666666667,0.7188612099644128,True
0.0,5,0.4,0.71,0.6741573033707865,0.73,0.7157894736842104,True
0.0,5,0.29999999999999993,0.7533333333333333,0.7375886524822695,0.7366666666666667,0.7303754266211605,True
0.0,5,0.19999999999999996,0.7633333333333333,0.7543252595155708,0.78,0.7975460122699387,False
0.0,5,0.1,0.8,0.7999999999999999,0.77,0.7863777089783281,False
0.0,6,0.9,0.7233333333333334,0.7738419618528609,0.74,0.7868852459016392,True
0.0,6,0.8,0.68,0.7460317460317459,0.69,0.7571801566579635,True
0.0,6,0.7,0.7333333333333333,0.75,0.7533333333333333,0.7643312101910827,True
0.0,6,0.6,0.79,0.7789473684210527,0.76,0.7534246575342466,True
0.0,6,0.5,0.8,0.7794117647058822,0.7766666666666666,0.7615658362989324,True
0.0,6,0.4,0.78,0.7770270270270271,0.7666666666666667,0.7712418300653594,True
0.0,6,0.29999999999999993,0.8166666666666667,0.8172757475083058,0.8033333333333333,0.8013468013468013,False
