ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR
0.0,0.0,0.75,0.05,0.6213592233009708,0.5714285714285714,0.6442307692307693,0.5316455696202532,-0.6898418172097142,-7.081424662254387
0.0,0.0,0.75,0.1,0.5922330097087378,0.5,0.6153846153846154,0.47368421052631576,-0.914133436221893,-12.830248624835143
0.0,0.0,0.75,0.15,0.6019417475728155,0.5287356321839081,0.5961538461538461,0.46153846153846156,-0.9069379148158152,-17.51346577273339
0.0,0.0,0.66875,0.05,0.6601941747572816,0.5569620253164557,0.7403846153846154,0.6582278481012659,-0.355259887469795,-3.9544673311243868
0.0,0.0,0.66875,0.1,0.6893203883495146,0.5555555555555556,0.7019230769230769,0.523076923076923,-0.45030186959009233,-7.192043468274366
0.0,0.0,0.66875,0.15,0.6699029126213593,0.48484848484848486,0.6538461538461539,0.39999999999999997,-0.5819993741496744,-11.156212640313889
0.0,0.0,0.5875,0.05,0.6990291262135923,0.6265060240963854,0.7115384615384616,0.625,-0.2557231833784512,-0.565685360943439
0.0,0.0,0.5875,0.1,0.6601941747572816,0.6067415730337078,0.6923076923076923,0.6279069767441862,-0.23902235015589246,-3.3117679030733216
0.0,0.0,0.5875,0.15,0.6407766990291263,0.5934065934065934,0.6730769230769231,0.6304347826086956,-0.23793366597163892,-4.964369974334781
0.0,0.0,0.50625,0.05,0.0,0.6419753086419753,0.0,0.65,-8.242927165145965e-12,7.919531124261093e-11
0.0,0.0,0.50625,0.1,0.6990291262135923,0.6352941176470588,0.6923076923076923,0.6190476190476191,-0.1599813008433291,-0.9548528653625439
0.0,0.0,0.50625,0.15,0.6504854368932039,0.6,0.6826923076923077,0.6373626373626374,-0.19356895934312549,-2.5264425575834095
0.0,0.0,0.425,0.05,0.038834951456310676,0.6341463414634145,0.038461538461538464,0.6329113924050633,-8.25350373617069e-11,2.168834067435953e-09
0.0,0.0,0.425,0.1,0.5922330097087378,0.6067415730337078,0.5961538461538461,0.6436781609195402,-1.4669948216431007e-09,9.188626536201297e-09
0.0,0.0,0.425,0.15,0.7184466019417476,0.6506024096385542,0.7211538461538461,0.6419753086419754,-0.11237964743563078,-1.1042116112618354
0.0,0.0,0.34375,0.05,0.10679611650485436,0.6341463414634145,0.07692307692307693,0.641025641025641,-2.1284046431368614e-11,5.14090255283281e-09
0.0,0.0,0.34375,0.1,0.17475728155339806,0.6506024096385542,0.1346153846153846,0.6419753086419754,-1.155572465245138e-10,3.197566561000132e-09
0.0,0.0,0.34375,0.15,0.7184466019417476,0.6506024096385542,0.7115384615384616,0.6419753086419754,-9.15512467717416e-09,3.0210605527241966e-09
0.0,0.0,0.26249999999999996,0.05,0.009708737864077669,0.6419753086419753,0.009615384615384616,0.6075949367088607,2.6662390250610172e-11,1.3093199817089526e-09
0.0,0.0,0.26249999999999996,0.1,0.49514563106796117,0.6067415730337078,0.5192307692307693,0.6666666666666666,4.748439558906562e-10,2.126154038492091e-08
0.0,0.0,0.26249999999999996,0.15,0.6116504854368932,0.6428571428571429,0.5961538461538461,0.5952380952380952,4.7102589163119105e-11,9.752729144460547e-09
0.0,0.0,0.18125000000000002,0.05,0.21359223300970873,0.6419753086419753,0.17307692307692307,0.6265060240963856,5.325787813750058e-10,8.805555383536843e-09
0.0,0.0,0.18125000000000002,0.1,0.0,0.58,0.0,0.64,3.304689145064816e-11,3.5631953035430756e-10
0.0,0.0,0.18125000000000002,0.15,0.009708737864077669,0.6126126126126126,0.009615384615384616,0.6296296296296297,6.137974393267156e-11,2.5805589698237815e-10
0.0,0.0,0.1,0.05,0.019417475728155338,0.6,0.038461538461538464,0.6896551724137931,2.992043903861075e-10,1.7251014876610966e-09
0.0,0.0,0.1,0.1,0.5825242718446602,0.6194690265486725,0.5673076923076923,0.6086956521739131,0.45569032136616333,0.0
0.0,0.0,0.1,0.15,0.4174757281553398,0.5890410958904109,0.4230769230769231,0.5945945945945945,251982214589.443,-1603574490978.6511
0.0,1.0,0.75,0.05,0.5339805825242718,0.0,0.5480769230769231,0.0,-60474784643.272545,-620051810120.395
0.0,1.0,0.75,0.1,0.5339805825242718,0.0,0.5480769230769231,0.0,-601269252794.4698,-10327298041683.713
0.0,1.0,0.75,0.15,0.5339805825242718,0.0,0.5480769230769231,0.0,-281898160610.0838,-6909954275770.45
0.0,1.0,0.66875,0.05,0.5631067961165048,0.18181818181818182,0.6057692307692307,0.22641509433962262,-0.8308887471423758,-6.299736946302319
0.0,1.0,0.66875,0.1,0.5339805825242718,0.0,0.5480769230769231,0.0,-54851270924.48647,-336662155869.5812
0.0,1.0,0.66875,0.15,0.5339805825242718,0.0,0.5480769230769231,0.0,-688550797796.4587,-9209643293110.232
0.0,1.0,0.5875,0.05,0.6990291262135923,0.6352941176470588,0.7019230769230769,0.6265060240963856,-0.2870466755447973,-0.9093778715725245
0.0,1.0,0.5875,0.1,0.6990291262135923,0.6516853932584269,0.6538461538461539,0.5609756097560975,-0.30725066167106047,-3.5833654058793867
0.0,1.0,0.5875,0.15,0.7087378640776699,0.6666666666666666,0.5961538461538461,0.4878048780487805,-0.32665470307700933,-5.253587565764923
0.0,1.0,0.50625,0.05,0.0,0.6436781609195402,0.0,0.6265060240963856,-7.859453459029287e-12,6.857747330452784e-11
0.0,1.0,0.50625,0.1,0.7184466019417476,0.6813186813186812,0.6826923076923077,0.611764705882353,-0.23006075098872864,-0.5466899587575755
0.0,1.0,0.50625,0.15,0.7087378640776699,0.6739130434782609,0.625,0.5517241379310344,-0.21774215587257817,-2.1436193372758066
