200.000000000,200.000000000,205.000000000,223.000000000,223.000000000,227.000000000,222.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
195.000000000,200.000000000,205.000000000,104.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
200.000000000,200.000000000,205.000000000,223.000000000,223.000000000,227.000000000,222.000000000,230.000000000,207.000000000,222.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
200.000000000,200.000000000,205.000000000,223.000000000,223.000000000,227.000000000,222.000000000,230.000000000,207.000000000,224.000000000,133.000000000,116.000000000
200.000000000,200.000000000,205.000000000,223.000000000,223.000000000,227.000000000,222.000000000,230.000000000,207.000000000,224.000000000,133.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
200.000000000,200.000000000,110.000000000,101.000000000,223.000000000,227.000000000,222.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
195.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
200.000000000,200.000000000,110.000000000,101.000000000,99.000000000,94.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
125.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
125.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
200.000000000,200.000000000,205.000000000,223.000000000,223.000000000,227.000000000,222.000000000,230.000000000,207.000000000,224.000000000,133.000000000,116.000000000
125.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
121.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
125.000000000,112.000000000,110.000000000,101.000000000,109.000000000,95.000000000,92.000000000,95.000000000,94.000000000,101.000000000,100.000000000,116.000000000
