0.007001638,0.013372994,0.015644041,0.015083850,0.014537697,0.020066950,0.014587073,-0.000812395,-0.001757492,-0.005608587,-0.013090577,-63823672262.286254883
0.005957642,0.016537688,0.011209183,0.002953815,0.008142396,0.005000665,0.000923508,-0.001283830,-0.002566752,-0.005399669,-0.009543234,-0.016310117
0.008014976,0.005886791,0.012316823,0.008866301,0.008270475,0.005350184,0.002623460,-0.000100076,-0.002301198,-0.005413383,-3074964657.872192383,-1951749184.740283012
0.008211701,0.005071593,0.011168726,0.003473315,0.008179947,0.004953799,0.001324416,-0.001000251,-0.002391381,-0.005497053,-2907310827.327560425,-52066255535.579299927
0.008073127,0.013132063,0.011209183,0.002761554,0.007893027,0.004771253,0.001019927,-0.001290063,-0.002566752,-0.005323503,-0.012166831,-63823672262.286254883
0.007042933,0.010693640,0.015644041,0.014210224,0.013273452,0.017811210,0.013704088,0.032413533,0.021485847,0.004639179,-5972308290.180982590,-52066255535.579299927
0.014534346,0.003208427,0.004457916,0.003094994,0.007925728,0.005328776,0.001440369,-0.001354794,-0.002369594,-0.005378147,-3074964657.872192383,-1951749184.740283012
0.008211701,0.004813716,0.011209183,0.002449549,0.007912651,0.004747278,0.000911858,-0.001637951,-0.002623883,-0.005377672,-0.009582890,-0.009124210
0.008211701,0.005071593,0.011209183,0.003348110,0.007887166,0.004781707,0.000869923,0.000310204,-0.001666072,-0.004744275,-0.010791041,-0.015749191
0.007041686,0.010454671,0.016568694,0.013389823,0.013690968,0.018709996,0.013480200,0.031456522,0.021555549,0.040418252,-5972308290.180982590,-11371374905.760051727
0.008211701,0.005071593,0.011209183,0.003397964,0.008246815,0.004942546,0.001353718,0.000995118,-0.001695984,-0.002732423,-0.009226405,-0.015316736
0.005963334,0.010533029,0.015429045,0.013383116,0.013298934,0.018090856,0.014274041,0.031463533,-0.001616686,0.040424955,-5972308290.180982590,-32205282456.812820435
0.008185094,0.010840030,0.015644041,0.013389823,0.013258589,0.017811210,0.015236546,0.035046744,-0.001030267,0.040417172,-0.006748796,-52066255535.579299927
