ratio,trial,C,val-acc,val-f,test-acc,test-f,comp_time
0.0,0.0,625.0,0.915037593985,0.801405975395,0.905334335086,0.798076923077,
0.0,0.0,125.0,0.875939849624,0.699453551913,0.882794891059,0.743421052632,
0.0,0.0,25.0,0.917293233083,0.809027777778,0.90833959429,0.805732484076,
0.0,0.0,5.0,0.917293233083,0.809027777778,0.90833959429,0.805732484076,
0.0,0.0,1.0,0.918045112782,0.809106830123,0.909842223892,0.808306709265,
0.0,0.0,0.2,0.915789473684,0.804195804196,0.912096168295,0.812199036918,
0.0,0.0,0.04,0.906015037594,0.785591766724,0.911344853494,0.812101910828,
0.0,0.0,0.008,0.893233082707,0.758503401361,0.903831705485,0.79421221865,
0.0,0.0,0.0016,0.891729323308,0.759197324415,0.893313298272,0.77950310559,
0.0,1.0,625.0,0.921052631579,0.830917874396,0.90833959429,0.783687943262,
0.0,1.0,125.0,0.921804511278,0.830618892508,0.903080390684,0.770053475936,
0.0,1.0,25.0,0.915789473684,0.821656050955,0.906085649887,0.780316344464,
0.0,1.0,5.0,0.91954887218,0.830427892235,0.906836964688,0.783216783217,
0.0,1.0,1.0,0.918045112782,0.827258320127,0.906836964688,0.782456140351,
0.0,1.0,0.2,0.909022556391,0.805152979066,0.905334335086,0.774193548387,
0.0,1.0,0.04,0.910526315789,0.808988764045,0.909090909091,0.781981981982,
0.0,1.0,0.008,0.904511278195,0.7968,0.897821187077,0.754512635379,
0.0,1.0,0.0016,0.897744360902,0.783439490446,0.89181066867,0.744680851064,
0.0,2.0,625.0,0.900751879699,0.788461538462,0.910593538693,0.794473229706,
0.0,2.0,125.0,0.902255639098,0.792993630573,0.909090909091,0.7917383821,
0.0,2.0,25.0,0.903759398496,0.79552715655,0.913598797896,0.802065404475,
0.0,2.0,5.0,0.903759398496,0.79552715655,0.912847483095,0.800687285223,
0.0,2.0,1.0,0.902255639098,0.791666666667,0.912096168295,0.797227036395,
0.0,2.0,0.2,0.903759398496,0.794871794872,0.912847483095,0.799307958478,
0.0,2.0,0.04,0.902255639098,0.788273615635,0.90833959429,0.790378006873,
0.0,2.0,0.008,0.893233082707,0.767973856209,0.903831705485,0.779310344828,
0.0,2.0,0.0016,0.890977443609,0.767255216693,0.895567242675,0.762393162393,
0.0,3.0,625.0,0.913533834586,0.816,0.90833959429,0.798679867987,
0.0,3.0,125.0,0.914285714286,0.819620253165,0.912847483095,0.8073089701,
0.0,3.0,25.0,0.918045112782,0.827804107425,0.915101427498,0.811352253756,
0.0,3.0,5.0,0.917293233083,0.826498422713,0.917355371901,0.816666666667,
0.0,3.0,1.0,0.918796992481,0.829113924051,0.915101427498,0.811352253756,
0.0,3.0,0.2,0.915789473684,0.821086261981,0.912847483095,0.807947019868,
0.0,3.0,0.04,0.913533834586,0.81658692185,0.907588279489,0.793969849246,
0.0,3.0,0.008,0.90977443609,0.805194805195,0.897821187077,0.772575250836,
0.0,3.0,0.0016,0.898496240602,0.787401574803,0.894815927874,0.767441860465,
0.0,4.0,625.0,0.907518796992,0.797364085667,0.909090909091,0.799336650083,
0.0,4.0,125.0,0.907518796992,0.800648298217,0.903080390684,0.788870703764,
0.0,4.0,25.0,0.908270676692,0.803225806452,0.90833959429,0.8,
0.0,4.0,5.0,0.908270676692,0.803225806452,0.906085649887,0.792703150912,
0.0,4.0,1.0,0.90977443609,0.805194805195,0.909090909091,0.8,
0.0,4.0,0.2,0.910526315789,0.807754442649,0.906836964688,0.796052631579,
0.0,4.0,0.04,0.904511278195,0.798732171157,0.899323816679,0.781045751634,
0.0,4.0,0.008,0.898496240602,0.786053882726,0.889556724267,0.757024793388,
0.0,4.0,0.0016,0.892481203008,0.774803149606,0.878287002254,0.735294117647,
0.0,5.0,625.0,0.900751879699,0.789137380192,0.915101427498,0.813223140496,
0.0,5.0,125.0,0.904511278195,0.7968,0.907588279489,0.797364085667,
0.0,5.0,25.0,0.900751879699,0.789137380192,0.905334335086,0.794117647059,
0.0,5.0,5.0,0.901503759398,0.7904,0.906836964688,0.796721311475,
0.0,5.0,1.0,0.903759398496,0.79421221865,0.906836964688,0.798045602606,
0.0,5.0,0.2,0.902255639098,0.791666666667,0.906836964688,0.796052631579,
0.0,5.0,0.04,0.898496240602,0.785373608903,0.909090909091,0.796638655462,
0.0,5.0,0.008,0.888721804511,0.765079365079,0.913598797896,0.807370184255,
0.0,5.0,0.0016,0.874436090226,0.737007874016,0.903831705485,0.788079470199,
0.0,6.0,625.0,0.911278195489,0.797945205479,0.903831705485,0.788079470199,
0.0,6.0,125.0,0.912781954887,0.802721088435,0.90833959429,0.800653594771,
0.0,6.0,25.0,0.914285714286,0.80612244898,0.912096168295,0.810372771475,
0.0,6.0,5.0,0.914285714286,0.80612244898,0.912847483095,0.811688311688,
0.0,6.0,1.0,0.913533834586,0.806070826307,0.90833959429,0.803225806452,
0.0,6.0,0.2,0.913533834586,0.807370184255,0.902329075883,0.791666666667,
0.0,6.0,0.04,0.902255639098,0.782608695652,0.896318557476,0.782334384858,
