ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR,comp_time
0.0,0.0,0.5,0.05,0.731666666667,0.845043310876,0.742333333333,0.85211402334,-1592672994.28,-1.52856895873e+11,78.2192528248
0.0,0.0,0.444375,0.05,0.807333333333,0.879783693844,0.815,0.886665305289,-1.10040454497,-469.663978612,116.802294016
0.0,0.0,0.38875,0.05,0.824666666667,0.887221269297,0.824666666667,0.889402859546,-0.757841259949,-267.341649578,416.689532995
0.0,0.0,0.333125,0.05,0.685333333333,0.806794924273,0.697666666667,0.814860175546,-7.91562993763e-11,8.79449180147e-07,234.707186937
0.0,0.0,0.2775,0.05,0.288666666667,0.0664916885389,0.276333333333,0.0710312366282,-1.91885022585e-11,1.2281559103e-07,347.447010994
0.0,0.0,0.221875,0.05,0.714333333333,0.830196156132,0.725333333333,0.837731390311,-2.55426297612e-12,6.25283158584e-09,216.48346591
0.0,0.0,0.16625,0.05,0.395333333333,0.315987933635,0.395666666667,0.334190231362,-6.79368957005e-11,1.4427348205e-07,133.37687993
0.0,0.0,0.110625,0.05,0.287666666667,0.0639509417433,0.274333333333,0.0660660660661,-1.25031722333e-11,5.05809283347e-09,282.111718893
0.0,0.0,0.055,0.05,0.724,0.839098328799,0.732666666667,0.845472061657,-1.7518361178e-11,4.72011318919e-10,153.140876055
0.0,1.0,0.5,0.05,0.743,0.852553069421,0.718333333333,0.836081474297,-334400038.901,-58903178987.7,55.5967929363
0.0,1.0,0.444375,0.05,0.812666666667,0.886464646465,0.786666666667,0.868583162218,-1.24248007737,-441.677593821,447.180327177
0.0,1.0,0.38875,0.05,0.835,0.895723614915,0.815666666667,0.880998493652,-0.738007532883,-237.402394606,276.695569038
0.0,1.0,0.333125,0.05,0.837333333333,0.894691411308,0.825666666667,0.884776382463,-0.497509466988,-105.757204486,548.409746885
0.0,1.0,0.2775,0.05,0.742666666667,0.851766513057,0.717333333333,0.834890965732,-4.5102444767e-12,2.86745072131e-08,162.799896955
0.0,1.0,0.221875,0.05,0.297,0.132455779515,0.327,0.146300211416,-1.26421654399e-11,4.3795911342e-08,289.047911167
0.0,1.0,0.16625,0.05,0.297333333333,0.128925619835,0.325666666667,0.143159678102,1.72176031525e-10,8.9540208581e-08,190.889726877
0.0,1.0,0.110625,0.05,0.291333333333,0.104465037911,0.316666666667,0.112554112554,2.43582815723e-10,2.64054639265e-07,137.613939047
0.0,1.0,0.055,0.05,0.731333333333,0.8360455655,0.704666666667,0.817394888706,1.1122975286e-06,2.19260422735e-05,157.388358831
0.0,2.0,0.5,0.05,0.728333333333,0.842815814851,0.73,0.843930635838,-12455818584.5,-2.4327088965e+12,99.738409996
0.0,2.0,0.444375,0.05,0.786666666667,0.870967741935,0.777,0.865581675708,-1.41307327027,-494.542589851,225.715224028
0.0,2.0,0.38875,0.05,0.823666666667,0.888137026856,0.815666666667,0.882863800042,-0.797399177236,-265.088593899,209.109961033
0.0,2.0,0.333125,0.05,0.833333333333,0.892055267703,0.829333333333,0.888888888889,-0.530444755164,-119.354901772,194.995101929
0.0,2.0,0.2775,0.05,0.323333333333,0.183427192277,0.314333333333,0.175551102204,3.50838150705e-11,4.42135772438e-08,278.467925072
0.0,2.0,0.221875,0.05,0.719333333333,0.836186770428,0.724333333333,0.839198911141,-1.49962998323e-11,6.52353726593e-08,191.928539991
0.0,2.0,0.16625,0.05,0.326,0.189903846154,0.315333333333,0.179712460064,6.41197759971e-12,2.06159811444e-08,134.352355003
0.0,2.0,0.110625,0.05,0.724666666667,0.839798293251,0.730333333333,0.843490036758,-5.73542734209e-11,6.01527161415e-08,245.404937029
0.0,2.0,0.055,0.05,0.724666666667,0.840232108317,0.729666666667,0.843466512256,7.44936697982e-08,5.20329668241e-07,88.2615180016
0.03,0.0,0.5,0.05,0.766666666667,0.857433808554,0.790666666667,0.87519872814,-1.48147685132,-652.006509602,279.660305023
0.03,0.0,0.444375,0.05,0.798666666667,0.871105420401,0.827666666667,0.891863626856,-0.907018851886,-395.304109747,329.946604967
0.03,0.0,0.38875,0.05,0.812666666667,0.876970227671,0.839,0.896772814704,-0.670269052615,-219.00685479,637.812758923
0.03,0.0,0.333125,0.05,0.821,0.879135719109,0.844666666667,0.898164335664,-0.460725778649,-91.5160472005,244.235759974
0.03,0.0,0.2775,0.05,0.812666666667,0.871630881681,0.833333333333,0.888442659527,-8.50461105943e-08,2.22788909543e-05,202.061274052
0.03,0.0,0.221875,0.05,0.663333333333,0.709770114943,0.662,0.716917922948,-6.88336103152e-11,1.26536087164e-07,110.04749608
0.03,0.0,0.16625,0.05,0.770333333333,0.831168831169,0.783,0.843847445431,-2.29345686528e-11,1.28207305883e-08,144.142015934
0.03,0.0,0.110625,0.05,0.41,0.316602316602,0.387666666667,0.308618742943,5.35560545714e-12,2.79071210585e-09,152.724612951
0.03,0.0,0.055,0.05,0.637,0.734972012655,0.646,0.74678111588,1.51681845482e-09,3.10571429685e-08,196.625372887
0.03,1.0,0.5,0.05,0.722666666667,0.839009287926,0.725,0.840579710145,-1122229807.84,-49924257288.8,286.186707973
0.03,1.0,0.444375,0.05,0.811,0.88025343189,0.807333333333,0.879583333333,-0.971807988658,-425.888644672,460.842164993
0.03,1.0,0.38875,0.05,0.825333333333,0.88672719412,0.822333333333,0.886474973376,-0.724457651751,-237.810130569,422.026687145
0.03,1.0,0.333125,0.05,0.720666666667,0.83346581876,0.71,0.829745596869,-1.73920182467e-07,0.00136599962619,299.861636877
0.03,1.0,0.2775,0.05,0.804666666667,0.868786386028,0.811,0.873125978966,-6.49731224991e-08,4.49952194392e-05,246.441285133
0.03,1.0,0.221875,0.05,0.285,0.0661732694819,0.286,0.0613496932515,-1.7107481393e-10,1.24574545124e-07,287.094892979
0.03,1.0,0.16625,0.05,0.718666666667,0.832406671962,0.71,0.829745596869,9.743224228e-11,2.01698352464e-07,208.643081903
0.03,1.0,0.110625,0.05,0.778333333333,0.848966613672,0.796333333333,0.862356386574,2.1252303087e-08,5.32483548921e-06,190.097671986
0.03,1.0,0.055,0.05,0.692,0.780522565321,0.695,0.787456445993,2.08164813437e-09,4.08704181609e-08,208.764043808
0.03,2.0,0.5,0.05,0.787,0.86876155268,0.78,0.868158210148,-1.40378830731,-672.998876082,491.703202009
0.03,2.0,0.444375,0.05,0.814666666667,0.880993150685,0.816666666667,0.885033444816,-0.937286461357,-420.561244253,538.970240831
0.03,2.0,0.38875,0.05,0.827333333333,0.886253842776,0.825,0.886780245849,-0.679713153982,-243.678308068,420.734902143
0.03,2.0,0.333125,0.05,0.828333333333,0.88496761224,0.825,0.885645828795,-0.499029925123,-113.184488734,349.552561045
0.03,2.0,0.2775,0.05,0.377666666667,0.387266163439,0.373333333333,0.393939393939,6.30636020365e-10,1.49945328376e-06,165.322375059
0.03,2.0,0.221875,0.05,0.817333333333,0.877842175658,0.812333333333,0.875304540421,-6.73501683487e-09,1.57506283016e-06,123.964247942
0.03,2.0,0.16625,0.05,0.678666666667,0.768824940048,0.662666666667,0.759276879163,-1.339029051e-10,1.27892307855e-07,171.729281902
0.03,2.0,0.110625,0.05,0.737333333333,0.844820795589,0.729666666667,0.843103114722,1.99734492569e-11,4.82780482258e-09,178.548902035
0.03,2.0,0.055,0.05,0.732,0.831587767072,0.721666666667,0.828295290973,-5.8062353334e-09,5.40627265178e-08,316.120802164
0.05,0.0,0.5,0.05,0.776666666667,0.86105350477,0.785333333333,0.871302957634,-1.4346387052,-635.678805675,433.312857151
0.05,0.0,0.444375,0.05,0.818666666667,0.881274552597,0.821333333333,0.887678122381,-0.890252884054,-384.304814047,294.30605197
0.05,0.0,0.38875,0.05,0.827666666667,0.884572449207,0.829,0.889843246725,-0.660779749973,-210.886282403,262.126652002
