comp_time,kernel,nu,obj_val,rho,test_error,training_error,training_time,trial
3.136991024017334,linear,0.71,-0.01156219831942007,0.37387984458524365,0.29651162790697677,0.3063583815028902,3.135441780090332,0.0
4.376920938491821,linear,0.71,-0.04137662560164505,0.5331136267638649,0.37209302325581395,0.3063583815028902,4.375368118286133,1.0
3.2802460193634033,linear,0.71,0.001599454295673708,0.4137026095502365,0.3023255813953488,0.31213872832369943,3.2786340713500977,2.0
2.896078109741211,linear,0.71,-0.0036987376763706475,0.5105051428770793,0.38372093023255816,0.34104046242774566,2.89449405670166,3.0
2.4022579193115234,linear,0.71,-0.027982894627452404,0.5082986672182513,0.36046511627906974,0.31213872832369943,2.4006810188293457,4.0
2.9506850242614746,linear,0.71,-0.03503171065212972,0.3979099924423179,0.3488372093023256,0.27167630057803466,2.949108123779297,5.0
3.2442150115966797,linear,0.71,-0.013120250134398763,0.3769929215697781,0.25,0.31213872832369943,3.242561101913452,6.0
2.318772077560425,linear,0.71,-0.04354684583387354,0.3963058406070836,0.4011627906976744,0.2658959537572254,2.3171820640563965,7.0
2.922253131866455,linear,0.71,-0.03410664863429669,0.6890131059588391,0.4069767441860465,0.3179190751445087,2.9206738471984863,8.0
3.2784640789031982,linear,0.71,-0.032197466380533064,0.5252952691347473,0.36046511627906974,0.2832369942196532,3.2768869400024414,9.0
3.9227449893951416,linear,0.71,-0.02128832521916566,0.514852531053932,0.3430232558139535,0.31213872832369943,3.921133041381836,10.0
3.335465908050537,linear,0.71,-0.038947033322618105,0.46881938254285266,0.3313953488372093,0.27167630057803466,3.333799123764038,11.0
2.6260969638824463,linear,0.71,-0.02963768609739203,0.3629850782442335,0.313953488372093,0.2832369942196532,2.624533176422119,12.0
2.4913699626922607,linear,0.71,-0.0309146311179192,0.38177857784089914,0.3430232558139535,0.2543352601156069,2.4896130561828613,13.0
3.535583019256592,linear,0.71,-0.03213881571535336,0.4527567463671105,0.3546511627906977,0.3063583815028902,3.533953905105591,14.0
2.677211046218872,linear,0.71,-0.013340944960743437,0.3727434958994919,0.28488372093023256,0.31213872832369943,2.675477981567383,15.0
3.0901710987091064,linear,0.71,-0.059703309349995515,0.8621314659467636,0.47093023255813954,0.34104046242774566,3.0886359214782715,16.0
3.33282208442688,linear,0.71,-0.029870981578481566,0.5211872003385722,0.28488372093023256,0.30057803468208094,3.330965042114258,17.0
2.4725749492645264,linear,0.71,-0.008109467964449085,0.37528792750037093,0.29069767441860467,0.3179190751445087,2.4708430767059326,18.0
3.4790890216827393,linear,0.71,-0.012566748979341028,0.3912007847623395,0.3546511627906977,0.26011560693641617,3.477470874786377,19.0
2.923576831817627,linear,0.71,-0.015392322618280711,0.39136318884830845,0.3372093023255814,0.30057803468208094,2.921933889389038,20.0
3.976560115814209,linear,0.71,-0.02423631462915838,0.49574453156131987,0.3430232558139535,0.31213872832369943,3.974874973297119,21.0
3.7945501804351807,linear,0.71,-0.052770762416032846,0.5164233856535436,0.36627906976744184,0.2832369942196532,3.79280686378479,22.0
4.192284822463989,linear,0.71,-0.02689694168684556,0.5142413821070781,0.3430232558139535,0.28901734104046245,4.190741062164307,23.0
4.4080650806427,linear,0.71,-0.026174118400250447,0.4332132592797341,0.3081395348837209,0.2774566473988439,4.406499862670898,24.0
4.72832989692688,linear,0.71,0.01795450273831048,0.32451994770511855,0.25,0.34104046242774566,4.726751089096069,25.0
3.7558391094207764,linear,0.71,-0.03255085865485478,0.5093995888826142,0.3313953488372093,0.2832369942196532,3.75398588180542,26.0
