comp_time,kernel,nu,test_error,training_error,training_time,trial
4.892001152038574,linear,0.71,0.32558139534883723,0.31213872832369943,4.89050817489624,0.0
4.871161222457886,linear,0.71,0.27906976744186046,0.2658959537572254,4.8696699142456055,1.0
5.365135908126831,linear,0.71,0.3953488372093023,0.2947976878612717,5.363545179367065,2.0
4.518710136413574,linear,0.71,0.3546511627906977,0.31213872832369943,4.517337083816528,3.0
3.604578971862793,linear,0.71,0.3488372093023256,0.2774566473988439,3.603238105773926,4.0
3.8030779361724854,linear,0.71,0.3488372093023256,0.2658959537572254,3.801750898361206,5.0
3.480536937713623,linear,0.71,0.3023255813953488,0.2658959537572254,3.4791901111602783,6.0
4.821379899978638,linear,0.71,0.29069767441860467,0.2947976878612717,4.819900989532471,7.0
4.71422815322876,linear,0.71,0.3081395348837209,0.2832369942196532,4.712884902954102,8.0
3.100782871246338,linear,0.71,0.3488372093023256,0.2658959537572254,3.0994369983673096,9.0
3.870966911315918,linear,0.71,0.31976744186046513,0.24855491329479767,3.8696341514587402,10.0
4.723773002624512,linear,0.71,0.2616279069767442,0.3236994219653179,4.721938848495483,11.0
5.167494058609009,linear,0.71,0.3023255813953488,0.28901734104046245,5.1660380363464355,12.0
3.6341300010681152,linear,0.71,0.3023255813953488,0.27167630057803466,3.632662773132324,13.0
2.919538974761963,linear,0.71,0.37209302325581395,0.2832369942196532,2.918053150177002,14.0
3.6034679412841797,linear,0.71,0.3023255813953488,0.2832369942196532,3.6016950607299805,15.0
3.2187881469726562,linear,0.71,0.36627906976744184,0.24277456647398843,3.217302083969116,16.0
4.4306371212005615,linear,0.71,0.3023255813953488,0.30057803468208094,4.429304838180542,17.0
4.1304590702056885,linear,0.71,0.3023255813953488,0.2774566473988439,4.129122018814087,18.0
3.5227339267730713,linear,0.71,0.3081395348837209,0.2658959537572254,3.520869016647339,19.0
3.6470260620117188,linear,0.71,0.29651162790697677,0.28901734104046245,3.645671844482422,20.0
4.924844980239868,linear,0.71,0.27906976744186046,0.3063583815028902,4.923489093780518,21.0
3.9139020442962646,linear,0.71,0.3430232558139535,0.26011560693641617,3.91229510307312,22.0
4.36483097076416,linear,0.71,0.2441860465116279,0.31213872832369943,4.363227844238281,23.0
3.8566339015960693,linear,0.71,0.29069767441860467,0.2832369942196532,3.8548240661621094,24.0
4.11699104309082,linear,0.71,0.29069767441860467,0.3063583815028902,4.115655899047852,25.0
3.9782931804656982,linear,0.71,0.2616279069767442,0.2947976878612717,3.976702928543091,26.0
4.018576145172119,linear,0.71,0.313953488372093,0.24277456647398843,4.016860008239746,27.0
3.2812390327453613,linear,0.71,0.36627906976744184,0.2947976878612717,3.2791810035705566,28.0
3.4039928913116455,linear,0.71,0.36627906976744184,0.2543352601156069,3.402585983276367,29.0
6.5866639614105225,linear,0.6599999999999999,0.563953488372093,0.5202312138728323,6.585047960281372,0.0
3.7538411617279053,linear,0.6599999999999999,0.37209302325581395,0.23699421965317918,3.7522799968719482,1.0
3.4345929622650146,linear,0.6599999999999999,0.29651162790697677,0.2774566473988439,3.432873010635376,2.0
4.70317816734314,linear,0.6599999999999999,0.27325581395348836,0.2832369942196532,4.701534032821655,3.0
4.098110914230347,linear,0.6599999999999999,0.3313953488372093,0.2023121387283237,4.096119165420532,4.0
3.865403175354004,linear,0.6599999999999999,0.3430232558139535,0.23121387283236994,3.863548994064331,5.0
3.8556149005889893,linear,0.6599999999999999,0.37209302325581395,0.27167630057803466,3.853827953338623,6.0
4.452887058258057,linear,0.6599999999999999,0.3313953488372093,0.2774566473988439,4.451134920120239,7.0
4.9225828647613525,linear,0.6599999999999999,0.3488372093023256,0.24855491329479767,4.921004056930542,8.0
4.253636837005615,linear,0.6599999999999999,0.313953488372093,0.2543352601156069,4.251963138580322,9.0
5.670287847518921,linear,0.6599999999999999,0.313953488372093,0.26011560693641617,5.6685450077056885,10.0
4.564329147338867,linear,0.6599999999999999,0.29069767441860467,0.2832369942196532,4.562767028808594,11.0
3.66405987739563,linear,0.6599999999999999,0.3430232558139535,0.2543352601156069,3.6624419689178467,12.0
5.037508964538574,linear,0.6599999999999999,0.3081395348837209,0.26011560693641617,5.035880088806152,13.0
3.3769309520721436,linear,0.6599999999999999,0.29069767441860467,0.27167630057803466,3.3752169609069824,14.0
3.990980863571167,linear,0.6599999999999999,0.36046511627906974,0.31213872832369943,3.9893639087677,15.0
4.644467830657959,linear,0.6599999999999999,0.313953488372093,0.28901734104046245,4.642533779144287,16.0
4.763902902603149,linear,0.6599999999999999,0.28488372093023256,0.3063583815028902,4.76229190826416,17.0
3.1753149032592773,linear,0.6599999999999999,0.313953488372093,0.2543352601156069,3.1737430095672607,18.0
3.8781039714813232,linear,0.6599999999999999,0.27325581395348836,0.2832369942196532,3.8761019706726074,19.0
4.721201181411743,linear,0.6599999999999999,0.3023255813953488,0.28901734104046245,4.719377040863037,20.0
3.736781120300293,linear,0.6599999999999999,0.3081395348837209,0.2658959537572254,3.7351810932159424,21.0
4.508617162704468,linear,0.6599999999999999,0.3546511627906977,0.2947976878612717,4.507045030593872,22.0
5.267653942108154,linear,0.6599999999999999,0.29069767441860467,0.3468208092485549,5.266050100326538,23.0
