ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR,comp_time
0.0,0.0,0.6,0.05,0.689713322091,0.0,0.686604886268,0.0,-678618641.948,-5647752731.58,7.16539597511
0.0,0.0,0.5375,0.05,0.942664418212,0.904761904762,0.956192080876,0.92817679558,-2.24836694593,-1159.3545724,7.55327415466
0.0,0.0,0.475,0.05,0.951096121417,0.920110192837,0.966301600674,0.945652173913,-2.02343128512,-947.558831262,7.42783999443
0.0,0.0,0.4125,0.05,0.963743676223,0.941496598639,0.969671440607,0.951742627346,-1.80249423862,-758.496255262,7.30975580215
0.0,0.0,0.35,0.05,0.966273187184,0.945945945946,0.97051390059,0.953395472703,-1.61789467729,-589.686444209,10.6829919815
0.0,0.0,0.2875,0.05,0.970489038786,0.952638700947,0.975568660489,0.961487383798,-1.47443924952,-435.676036223,7.66455292702
0.0,0.0,0.225,0.05,0.967116357504,0.947082767978,0.971356360573,0.955026455026,-1.30847724616,-297.833549683,13.0194189548
0.0,0.0,0.1625,0.05,0.964586846543,0.943243243243,0.965459140691,0.94626474443,-1.11287992353,-179.313098003,19.6832289696
0.0,0.0,0.1,0.05,0.966273187184,0.946524064171,0.969671440607,0.952380952381,-0.937997096268,-73.7181539626,18.1259288788
0.0,1.0,0.6,0.05,0.671163575042,0.0,0.689974726201,0.0,-25955661830.5,-1.16490672741e+12,6.47278094292
0.0,1.0,0.5375,0.05,0.939291736931,0.901639344262,0.945240101095,0.906743185079,-2.28084298056,-1098.73310026,12.3651711941
0.0,1.0,0.475,0.05,0.956155143339,0.931758530184,0.96798652064,0.947658402204,-1.95682856634,-890.270624835,8.77752113342
0.0,1.0,0.4125,0.05,0.967116357504,0.949806949807,0.974726200505,0.959239130435,-1.74770887999,-707.516063468,8.4251999855
0.0,1.0,0.35,0.05,0.973018549747,0.958974358974,0.977253580455,0.963265306122,-1.5591525659,-544.614960013,7.5052587986
0.0,1.0,0.2875,0.05,0.974704890388,0.962025316456,0.976411120472,0.962059620596,-1.38532987888,-399.328277841,13.4579298496
0.0,1.0,0.225,0.05,0.973861720067,0.960809102402,0.977253580455,0.963562753036,-1.18764583836,-271.731483922,6.99457192421
0.0,1.0,0.1625,0.05,0.973861720067,0.96050955414,0.974726200505,0.959459459459,-1.01663608478,-161.251904376,14.1354579926
0.0,1.0,0.1,0.05,0.974704890388,0.962025316456,0.977253580455,0.963951935915,-0.836997745774,-65.8710328993,14.640283823
0.0,2.0,0.6,0.05,0.673693086003,0.0,0.693344566133,0.0,-29872316978.4,-9.12649718953e+11,7.02812194824
0.0,2.0,0.5375,0.05,0.940134907251,0.903924221922,0.949452401011,0.914040114613,-2.30005607138,-1130.67607112,16.2854771614
0.0,2.0,0.475,0.05,0.960370994941,0.938881664499,0.962931760741,0.938718662953,-1.99434899117,-918.773299144,7.46391296387
0.0,2.0,0.4125,0.05,0.960370994941,0.939974457216,0.959561920809,0.934065934066,-1.75087716937,-733.355985065,10.6394531727
0.0,2.0,0.35,0.05,0.962057335582,0.943253467844,0.963774220725,0.941496598639,-1.56746921374,-569.631989588,11.7960338593
0.0,2.0,0.2875,0.05,0.962057335582,0.943253467844,0.961246840775,0.937669376694,-1.39813668583,-421.299102186,8.00698304176
0.0,2.0,0.225,0.05,0.960370994941,0.940880503145,0.962931760741,0.940540540541,-1.21676445841,-292.837591035,11.2020249367
0.0,2.0,0.1625,0.05,0.962057335582,0.942965779468,0.964616680708,0.942934782609,-1.09190020592,-176.984169957,9.14244389534
0.0,2.0,0.1,0.05,0.967116357504,0.950570342205,0.96798652064,0.948369565217,-0.890491620763,-69.9711735931,19.8505711555
0.0,3.0,0.6,0.05,0.946037099494,0.908045977011,0.943555181129,0.901615271659,-2.58877699208,-1337.25623295,14.3364069462
0.0,3.0,0.5375,0.05,0.960370994941,0.935350756534,0.961246840775,0.936288088643,-2.15593809638,-1104.71576049,11.097974062
0.0,3.0,0.475,0.05,0.964586846543,0.942148760331,0.963774220725,0.941336971351,-1.95421844384,-901.687331818,7.93074011803
0.0,3.0,0.4125,0.05,0.968802698145,0.949522510232,0.966301600674,0.945799457995,-1.74691123488,-718.255136022,8.43230009079
0.0,3.0,0.35,0.05,0.968802698145,0.949522510232,0.969671440607,0.951482479784,-1.57397628265,-553.804558147,8.33333587646
0.0,3.0,0.2875,0.05,0.969645868465,0.950953678474,0.97051390059,0.952766531714,-1.39054049981,-406.793351398,8.05999398232
0.0,3.0,0.225,0.05,0.973018549747,0.956284153005,0.968828980623,0.95033557047,-1.21861346373,-277.931067446,10.1822578907
0.0,3.0,0.1625,0.05,0.968802698145,0.949932341001,0.972198820556,0.955823293173,-1.02314390896,-167.266308478,12.0252640247
0.0,3.0,0.1,0.05,0.970489038786,0.952766531714,0.975568660489,0.961073825503,-0.883339851337,-69.3405443389,17.7153968811
0.0,4.0,0.6,0.05,0.694772344013,0.0,0.678180286436,0.0,-10288536673.8,-1.68532966653e+11,8.32314801216
0.0,4.0,0.5375,0.05,0.9586846543,0.929496402878,0.952822240944,0.925333333333,-2.25856198245,-1104.5511282,13.6910119057
0.0,4.0,0.475,0.05,0.967959527825,0.946778711485,0.961246840775,0.940414507772,-1.95895460208,-897.716021308,8.97393393517
0.0,4.0,0.4125,0.05,0.970489038786,0.951724137931,0.966301600674,0.948453608247,-1.72914127508,-716.224618563,8.91034984589
0.0,4.0,0.35,0.05,0.971332209106,0.953678474114,0.965459140691,0.947770700637,-1.54313419014,-553.423637838,9.32010221481
0.0,4.0,0.2875,0.05,0.976391231029,0.96174863388,0.966301600674,0.948717948718,-1.37432013216,-409.392989549,9.0483880043
0.0,4.0,0.225,0.05,0.974704890388,0.959016393443,0.97051390059,0.955185659411,-1.1899350039,-279.537703031,8.93571209908
0.0,4.0,0.1625,0.05,0.975548060708,0.960328317373,0.973041280539,0.959287531807,-1.03091605948,-169.53543698,8.9244120121
0.0,4.0,0.1,0.05,0.971332209106,0.953296703297,0.972198820556,0.957528957529,-0.897469455793,-70.5231813498,14.723279953
0.0,5.0,0.6,0.05,0.680438448567,0.0,0.684919966302,0.0,-9119731497.86,-3.15618335514e+11,5.95902395248
0.0,5.0,0.5375,0.05,0.944350758853,0.910081743869,0.953664700927,0.92264416315,-2.27981694509,-1131.68387986,10.316781044
0.0,5.0,0.475,0.05,0.947723440135,0.917989417989,0.968828980623,0.949796472185,-1.99197278444,-922.284784838,9.02353000641
0.0,5.0,0.4125,0.05,0.956155143339,0.931758530184,0.969671440607,0.951742627346,-1.79429230745,-735.722232985,9.6952021122
0.0,5.0,0.35,0.05,0.95784148398,0.934725848564,0.96798652064,0.949333333333,-1.60898478427,-567.443459166,9.40128493309
0.0,5.0,0.2875,0.05,0.961214165261,0.940414507772,0.96798652064,0.949333333333,-1.41594590752,-418.586765299,8.58869385719
0.0,5.0,0.225,0.05,0.965430016863,0.946684005202,0.97051390059,0.953145917001,-1.23989679069,-287.045499552,10.566958189
0.0,5.0,0.1625,0.05,0.967116357504,0.949416342412,0.973883740522,0.958611481976,-1.06475413881,-171.951666312,14.4525971413
0.0,5.0,0.1,0.05,0.967116357504,0.948885976409,0.977253580455,0.963855421687,-0.841624889545,-66.4495275128,11.7780621052
0.0,6.0,0.6,0.05,0.696458684654,0.0,0.668913226622,0.0,-21378290564.5,-7.41098655216e+11,6.27069211006
0.0,6.0,0.5375,0.05,0.951939291737,0.917748917749,0.949452401011,0.92,-2.25127266917,-1124.12135195,9.90580391884
0.0,6.0,0.475,0.05,0.961214165261,0.935211267606,0.956192080876,0.932467532468,-1.98908698409,-913.768662922,9.62688088417
0.0,6.0,0.4125,0.05,0.962057335582,0.9377593361,0.957034540859,0.934699103713,-1.78985150448,-726.086051671,7.14205503464
0.0,6.0,0.35,0.05,0.967959527825,0.948509485095,0.964616680708,0.94696969697,-1.59883760864,-557.662101901,9.31150197983
0.0,6.0,0.2875,0.05,0.970489038786,0.952510176391,0.964616680708,0.946835443038,-1.39514525969,-410.536802195,11.1254918575
0.0,6.0,0.225,0.05,0.972175379427,0.955223880597,0.96798652064,0.952141057935,-1.19794121013,-279.352804264,8.50805783272
0.0,6.0,0.1625,0.05,0.970489038786,0.952510176391,0.962931760741,0.944584382872,-1.03371056742,-166.927822434,7.14359498024
0.0,6.0,0.1,0.05,0.977234401349,0.963064295486,0.968828980623,0.953459119497,-0.882853641857,-69.4229577902,10.8017289639
0.0,7.0,0.6,0.05,0.670320404722,0.0,0.682392586352,0.0,-86877453343.0,-5.69135716599e+12,4.88987278938
0.0,7.0,0.5375,0.05,0.945193929174,0.912043301759,0.937657961247,0.896648044693,-2.38863039767,-1155.43672249,10.8152689934
0.0,7.0,0.475,0.05,0.967116357504,0.948885976409,0.948609941028,0.917006802721,-2.0649204619,-934.304441599,11.8160009384
0.0,7.0,0.4125,0.05,0.969645868465,0.953608247423,0.955349620893,0.929614873838,-1.82633480042,-742.360201567,9.11520004272
0.0,7.0,0.35,0.05,0.973018549747,0.959390862944,0.963774220725,0.943643512451,-1.62532270727,-569.962662368,7.26874613762
0.0,7.0,0.2875,0.05,0.973018549747,0.959493670886,0.961246840775,0.940414507772,-1.41338903758,-418.31347241,7.65600013733
0.0,7.0,0.225,0.05,0.973861720067,0.960709759189,0.965459140691,0.946684005202,-1.26400708221,-286.603990423,12.7962069511
0.0,7.0,0.1625,0.05,0.973018549747,0.959287531807,0.964616680708,0.945454545455,-1.0600956411,-170.906039788,9.57957291603
0.0,7.0,0.1,0.05,0.967116357504,0.950318471338,0.966301600674,0.947780678851,-0.889124744007,-69.4819520067,14.6424601078
0.0,8.0,0.6,0.05,0.693929173693,0.0,0.67649536647,0.0,-1116779686.82,-25063852269.8,7.04634904861
0.0,8.0,0.5375,0.05,0.950252951096,0.916784203103,0.946925021061,0.914051841746,-2.26454116328,-1118.41508141,14.3832571507
0.0,8.0,0.475,0.05,0.967116357504,0.946206896552,0.971356360573,0.955380577428,-1.9905865587,-906.886301563,6.53365206718
0.0,8.0,0.4125,0.05,0.965430016863,0.944217687075,0.974726200505,0.960835509138,-1.75151447202,-722.566794092,5.48517298698
0.0,8.0,0.35,0.05,0.966273187184,0.945945945946,0.976411120472,0.963541666667,-1.59198965874,-557.388872018,5.37491393089
0.0,8.0,0.2875,0.05,0.9586846543,0.935099337748,0.978938500421,0.96757457847,-1.4186790862,-409.693228914,9.5953040123
0.0,8.0,0.225,0.05,0.962900505902,0.941176470588,0.979780960404,0.96875,-1.21275106388,-277.720333023,10.524271965
0.0,8.0,0.1625,0.05,0.964586846543,0.94385026738,0.973883740522,0.959687906372,-1.00846602441,-162.764097343,7.69846010208
0.0,8.0,0.1,0.05,0.960370994941,0.937081659973,0.967144060657,0.949677419355,-0.837754314501,-66.2383935567,12.3820269108
0.0,9.0,0.6,0.05,0.66610455312,0.0,0.695871946083,0.0,-1302248863.78,-55842713193.3,4.94344615936
0.0,9.0,0.5375,0.05,0.95784148398,0.935400516796,0.958719460826,0.930496453901,-2.24310017132,-1100.13566921,9.08791399002
0.0,9.0,0.475,0.05,0.963743676223,0.945775535939,0.969671440607,0.950276243094,-1.95343671124,-890.895890659,7.8570151329
0.0,9.0,0.4125,0.05,0.966273187184,0.950248756219,0.965459140691,0.944217687075,-1.72704755489,-708.6544985,7.69331717491
0.0,9.0,0.35,0.05,0.967116357504,0.951672862454,0.964616680708,0.943396226415,-1.52291625198,-548.013383313,9.300303936
0.0,9.0,0.2875,0.05,0.968802698145,0.9541511772,0.965459140691,0.944669365722,-1.37336393756,-405.015851043,9.59947299957
0.0,9.0,0.225,0.05,0.966273187184,0.950495049505,0.965459140691,0.944669365722,-1.20095105871,-274.38845653,9.95398902893
0.0,9.0,0.1625,0.05,0.968802698145,0.954264524104,0.964616680708,0.943548387097,-1.00807246126,-164.990381404,10.7944910526
0.0,9.0,0.1,0.05,0.968802698145,0.953922789539,0.972198820556,0.954979536153,-0.851589003539,-67.0606235802,16.6575889587
0.03,0.0,0.6,0.05,0.678752107926,0.0,0.683235046335,0.0,-1651191137.13,-70782052689.0,3.96211910248
0.03,0.0,0.5375,0.05,0.944350758853,0.908839779006,0.944397641112,0.90625,-2.26337714696,-1109.09287665,10.6181459427
0.03,0.0,0.475,0.05,0.952782462057,0.92513368984,0.956192080876,0.928767123288,-1.98822072624,-901.960885343,6.59531116486
0.03,0.0,0.4125,0.05,0.959527824621,0.936675461741,0.960404380792,0.936227951153,-1.76988746877,-715.768342036,6.46862196922
0.03,0.0,0.35,0.05,0.962057335582,0.941329856584,0.962931760741,0.941333333333,-1.57426636836,-551.337170262,7.76122307777
0.03,0.0,0.2875,0.05,0.962057335582,0.941329856584,0.964616680708,0.94414893617,-1.38441080333,-404.836797825,11.9219222069
0.03,0.0,0.225,0.05,0.963743676223,0.944372574386,0.96798652064,0.949735449735,-1.23276583721,-275.297040872,10.2188050747
0.03,0.0,0.1625,0.05,0.966273187184,0.947916666667,0.965459140691,0.945551128818,-1.0286244105,-159.925682065,8.99101209641
0.03,0.0,0.1,0.05,0.961214165261,0.940414507772,0.96798652064,0.949061662198,-0.800007917167,-62.2140767875,13.7017679214
0.03,1.0,0.6,0.05,0.68718381113,0.0,0.673125526537,0.0,-4470615871.56,-2.09654126107e+11,4.34744000435
0.03,1.0,0.5375,0.05,0.940134907251,0.899575671853,0.949452401011,0.92,-2.19618776007,-1083.79704166,8.48579287529
0.03,1.0,0.475,0.05,0.946880269815,0.912863070539,0.965459140691,0.946123521682,-1.95092573901,-878.697511518,6.86234498024
0.03,1.0,0.4125,0.05,0.953625632378,0.924760601915,0.969671440607,0.953367875648,-1.71998671032,-696.986356628,5.44312119484
0.03,1.0,0.35,0.05,0.956155143339,0.929347826087,0.971356360573,0.956072351421,-1.53376357886,-536.268538787,8.41325902939
0.03,1.0,0.2875,0.05,0.956998313659,0.930422919509,0.967144060657,0.949806949807,-1.35856482608,-394.617117214,7.56825208664
0.03,1.0,0.225,0.05,0.959527824621,0.934426229508,0.974726200505,0.961439588689,-1.20473229464,-268.501711658,7.7299079895
0.03,1.0,0.1625,0.05,0.963743676223,0.941015089163,0.975568660489,0.962483829237,-1.02985135433,-156.54131617,12.1212210655
0.03,1.0,0.1,0.05,0.953625632378,0.924137931034,0.96798652064,0.950391644909,-0.782874623868,-61.2982498198,12.1522729397
0.03,2.0,0.6,0.05,0.681281618887,0.0,0.683235046335,0.0,-30645590673.9,-1.12527390376e+12,5.0715200901
