ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR,comp_time
0.0,0.0,0.3,0.05,0.894429708223,0.656303972366,0.916269210387,0.69140625,-8.79650519624,-2881.19982899,32.2606079578
0.0,0.0,0.27,0.05,0.915649867374,0.743134087237,0.930047694754,0.756457564576,-7.42892229823,-2270.07312893,24.190005064
0.0,0.0,0.24,0.05,0.934217506631,0.80981595092,0.94541600424,0.819614711033,-5.98142514206,-1768.21748124,47.825758934
0.0,0.0,0.21,0.05,0.945888594164,0.848664688427,0.959724430313,0.873333333333,-5.16605316369,-1349.60436659,36.9674210548
0.0,0.0,0.18,0.05,0.958090185676,0.886981402003,0.967673555909,0.900489396411,-4.22094349361,-998.789316773,43.3698601723
0.0,0.0,0.15,0.05,0.962334217507,0.899858956276,0.968203497615,0.902912621359,-3.66800086073,-699.831293044,38.9805541039
0.0,0.0,0.12,0.05,0.968169761273,0.91643454039,0.969793322734,0.908212560386,-3.19913470258,-438.248566018,50.514113903
0.0,0.0,0.09,0.05,0.978779840849,0.94623655914,0.979862215156,0.940809968847,-2.42076734777,-216.1250663,62.917673111
0.0,0.0,0.06,0.05,0.984084880637,0.960732984293,0.983571807101,0.953523238381,-1.73761176,-43.3063276532,82.3221619129
0.0,1.0,0.3,0.05,0.924137931034,0.727619047619,0.928987811341,0.77133105802,-7.75538991234,-2665.20385341,30.3632891178
0.0,1.0,0.27,0.05,0.934217506631,0.772058823529,0.942766295707,0.824104234528,-6.69064494193,-2117.21276938,26.6704111099
0.0,1.0,0.24,0.05,0.951193633952,0.839160839161,0.952835188129,0.859399684044,-5.43080526829,-1662.01228763,28.587264061
0.0,1.0,0.21,0.05,0.959151193634,0.868824531516,0.961844197138,0.889570552147,-4.66754056019,-1280.67445994,45.5401530266
0.0,1.0,0.18,0.05,0.964986737401,0.889632107023,0.966613672496,0.904689863843,-4.08462920706,-952.327476412,61.5615170002
0.0,1.0,0.15,0.05,0.970291777188,0.908794788274,0.97191308956,0.920777279522,-3.54623797045,-666.809944968,36.6405360699
0.0,1.0,0.12,0.05,0.979310344828,0.938388625592,0.977212506624,0.936857562408,-2.98174262388,-418.465432995,43.0962209702
0.0,1.0,0.09,0.05,0.985145888594,0.956386292835,0.982511923688,0.952517985612,-2.34044742031,-212.203492614,48.2266418934
0.0,1.0,0.06,0.05,0.985145888594,0.956923076923,0.98516163222,0.96,-1.85844986238,-46.4187417762,220.397242069
0.0,2.0,0.3,0.05,0.910344827586,0.705061082024,0.917859035506,0.710280373832,-8.28069594464,-2795.51392311,27.6324338913
0.0,2.0,0.27,0.05,0.924137931034,0.761268781302,0.937466878643,0.794425087108,-7.00571361004,-2220.63585875,22.6966161728
0.0,2.0,0.24,0.05,0.935809018568,0.805152979066,0.94382617912,0.819727891156,-5.9348181637,-1735.85793839,30.0778100491
0.0,2.0,0.21,0.05,0.948541114058,0.849612403101,0.953895071542,0.857142857143,-4.94603966386,-1320.79710461,52.2503120899
0.0,2.0,0.18,0.05,0.958090185676,0.880844645551,0.963434022258,0.889245585875,-4.22126466102,-978.538931467,32.0768651962
0.0,2.0,0.15,0.05,0.96074270557,0.889552238806,0.96608373079,0.898412698413,-3.71079769039,-680.639502369,42.4011559486
0.0,2.0,0.12,0.05,0.965517241379,0.903988183161,0.971383147854,0.915360501567,-3.06361342299,-424.496239778,50.269659996
0.0,2.0,0.09,0.05,0.970822281167,0.920405209841,0.976152623211,0.930662557781,-2.45783718814,-217.729884761,83.9074161053
0.0,2.0,0.06,0.05,0.988859416446,0.971350613915,0.98675145734,0.963181148748,-1.56004007432,-39.1273610048,144.964241982
0.03,0.0,0.3,0.05,0.913527851459,0.703096539162,0.931637519873,0.780984719864,-8.33547472385,-2747.44779171,48.5730578899
0.03,0.0,0.27,0.05,0.932095490716,0.78156996587,0.943296237414,0.824877250409,-6.81508688878,-2176.97592717,28.0020141602
0.03,0.0,0.24,0.05,0.946949602122,0.837133550489,0.953365129836,0.860317460317,-5.76656590079,-1706.49066809,26.1487009525
0.03,0.0,0.21,0.05,0.957559681698,0.874213836478,0.959194488606,0.879875195008,-4.73307068519,-1309.9528697,39.9774508476
0.03,0.0,0.18,0.05,0.962334217507,0.889235569423,0.961844197138,0.888544891641,-4.13253547545,-976.304156432,35.8878180981
0.03,0.0,0.15,0.05,0.964456233422,0.896445131376,0.965023847377,0.898773006135,-3.64170011419,-682.167560154,33.1679849625
0.03,0.0,0.12,0.05,0.964456233422,0.898330804249,0.972972972973,0.923766816143,-3.06846889426,-427.867457233,54.2972409725
0.03,0.0,0.09,0.05,0.96976127321,0.914027149321,0.978272390037,0.939617083947,-2.49992523622,-216.972554225,73.7114419937
0.03,0.0,0.06,0.05,0.975066312997,0.93037037037,0.981981981982,0.950581395349,-1.64340316867,-41.1576541561,159.332994938
0.03,1.0,0.3,0.05,0.916710875332,0.714025500911,0.921038685745,0.741767764298,-7.89225451448,-2638.9720562,36.4070219994
