ratio,trial,nu,val-acc,val-f,test-acc,test-f,is_convex,comp_time
0.0,0,0.55,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.20274996757507324
0.0,0,0.49375,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.20290303230285645
0.0,0,0.4375,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.20787286758422852
0.0,0,0.38125000000000003,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.21521306037902832
0.0,0,0.325,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.17552709579467773
0.0,0,0.26875,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.21531391143798828
0.0,0,0.21250000000000002,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.1782979965209961
0.0,0,0.15625,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.21103811264038086
0.0,0,0.1,0.9685863874345549,0.0,0.9696588718464504,0.0,True,0.2229020595550537
0.03,0,0.55,0.9443474888501067,0.0,0.9682340122370295,0.0,True,0.17812395095825195
0.03,0,0.49375,0.9443474888501067,0.0,0.9682340122370295,0.0,True,0.21173906326293945
0.03,0,0.4375,0.9443474888501067,0.0,0.9682340122370295,0.0,True,0.1814420223236084
0.03,0,0.38125000000000003,0.9443474888501067,0.0,0.9682340122370295,0.0,True,0.23286890983581543
0.03,0,0.325,0.9443474888501067,0.0,0.9682340122370295,0.0,True,0.1924428939819336
0.03,0,0.26875,0.9443474888501067,0.0,0.9682340122370295,0.0,True,0.19784808158874512
0.03,0,0.21250000000000002,0.9443474888501067,0.0,0.9682340122370295,0.0,True,0.1906428337097168
0.03,0,0.15625,0.9457048671708358,0.047619047619047616,0.9694912413041656,0.08542713567839197,True,0.23537707328796387
0.03,0,0.1,0.9416327322086484,0.0851063829787234,0.9637918028664823,0.1111111111111111,True,0.18747711181640625
0.05,0,0.55,0.9212720573977119,0.0,0.9709161009135865,0.0,True,0.19347810745239258
0.05,0,0.49375,0.9212720573977119,0.0,0.9709161009135865,0.0,True,0.18610119819641113
0.05,0,0.4375,0.9212720573977119,0.0,0.9709161009135865,0.0,True,0.20062899589538574
0.05,0,0.38125000000000003,0.9212720573977119,0.0,0.9709161009135865,0.0,True,0.19576597213745117
0.05,0,0.325,0.9212720573977119,0.0,0.9709161009135865,0.0,True,0.2088479995727539
0.05,0,0.26875,0.9212720573977119,0.0,0.9709161009135865,0.0,True,0.2020571231842041
0.05,0,0.21250000000000002,0.9210781462090363,0.0332541567695962,0.9706646551001592,0.07894736842105264,True,0.21552109718322754
0.05,0,0.15625,0.9156486329261199,0.12825651302605212,0.963121280697343,0.17602996254681647,True,0.21183991432189941
0.05,0,0.1,0.9098312972658522,0.1275797373358349,0.9570027659039477,0.15485996705107083,True,0.20737695693969727
0.1,0,0.55,0.8731820826061664,0.0,0.9703293940155896,0.0,True,0.1957080364227295
0.1,0,0.49375,0.8731820826061664,0.0,0.9703293940155896,0.0,True,0.1749880313873291
0.1,0,0.4375,0.8731820826061664,0.0,0.9703293940155896,0.0,True,0.18666481971740723
0.1,0,0.38125000000000003,0.8731820826061664,0.0,0.9703293940155896,0.0,True,0.1925520896911621
0.1,0,0.325,0.8731820826061664,0.0,0.9703293940155896,0.0,True,0.18910622596740723
0.1,0,0.26875,0.8731820826061664,0.0,0.9703293940155896,0.0,True,0.2116079330444336
0.1,0,0.21250000000000002,0.8731820826061664,0.0,0.9703293940155896,0.0,True,0.1966409683227539
0.1,0,0.15625,0.858832654644173,0.04712041884816754,0.9555779062945269,0.14516129032258063,True,0.18750810623168945
0.1,0,0.1,0.8334302889276711,0.08324439701173961,0.9199564160590059,0.09649952696310313,True,0.21998906135559082
0.2,0,0.55,0.7832072910606942,0.0,0.9677311206101752,0.0,True,0.18886113166809082
0.2,0,0.49375,0.7832072910606942,0.0,0.9677311206101752,0.0,True,0.18387413024902344
0.2,0,0.4375,0.7832072910606942,0.0,0.9677311206101752,0.0,True,0.20258212089538574
0.2,0,0.38125000000000003,0.7832072910606942,0.0,0.9677311206101752,0.0,True,0.2483980655670166
0.2,0,0.325,0.7686639519100252,0.04940239043824701,0.9461905959265778,0.09065155807365441,True,0.1985161304473877
0.2,0,0.26875,0.7424859414388211,0.1027027027027027,0.906629787947364,0.05752961082910322,True,0.23301291465759277
0.2,0,0.21250000000000002,0.7203800659298042,0.1457345971563981,0.8626267705976028,0.04319906596614127,True,0.18276596069335938
0.2,0,0.15625,0.7038976148923793,0.17681940700808627,0.8344648394937557,0.036115178135675934,True,0.20908594131469727
0.2,0,0.1,0.6887725421756835,0.19548872180451127,0.8131757606235857,0.05510809665112336,True,0.21060514450073242
