ratio,trial,nu,val-acc,val-f,test-acc,test-f,is_convex,comp_time
0.0,0,0.4,0.8932330827067669,0.761744966442953,0.8903080390683696,0.7746913580246914,True,2.3442189693450928
0.0,0,0.36250000000000004,0.8932330827067669,0.760942760942761,0.8933132982719759,0.778125,True,2.4428319931030273
0.0,0,0.325,0.8917293233082707,0.7551020408163265,0.9023290758827949,0.7936507936507935,True,3.006408929824829
0.0,0,0.2875,0.8969924812030076,0.7658119658119658,0.9045830202854996,0.7961476725521669,True,2.6374878883361816
0.0,0,0.25,0.9075187969924812,0.7882960413080895,0.9135987978963186,0.8160000000000001,True,3.214837074279785
0.0,0,0.2125,0.9157894736842105,0.8041958041958042,0.9090909090909091,0.807631160572337,True,3.8190560340881348
0.0,0,0.175,0.9037593984962407,0.7815699658703071,0.9015777610818934,0.7956318252730109,False,3.1537859439849854
0.0,0,0.13749999999999996,0.8796992481203008,0.7297297297297297,0.8858001502629602,0.7654320987654321,False,2.534806966781616
0.0,0,0.1,0.8639097744360902,0.7075928917609047,0.8519909842223892,0.7037593984962406,False,2.8443970680236816
0.0,1,0.4,0.8834586466165414,0.7566718995290425,0.8910593538692713,0.7478260869565216,True,2.578461170196533
0.0,1,0.36250000000000004,0.8789473684210526,0.7488299531981278,0.8940646130728775,0.7581475128644939,True,2.4411849975585938
0.0,1,0.325,0.8819548872180452,0.7558320373250389,0.8963185574755823,0.7620689655172413,True,2.589712142944336
0.0,1,0.2875,0.8864661654135338,0.7636932707355242,0.8978211870773855,0.7663230240549828,True,2.3634450435638428
0.0,1,0.25,0.8954887218045112,0.781789638932496,0.9045830202854996,0.7821612349914236,True,3.103400945663452
0.0,1,0.2125,0.8984962406015038,0.784688995215311,0.9075882794891059,0.7875647668393781,True,3.1884448528289795
0.0,1,0.175,0.8954887218045112,0.7790143084260731,0.9015777610818934,0.7768313458262351,False,2.801732063293457
0.0,1,0.13749999999999996,0.881203007518797,0.7515723270440251,0.8933132982719759,0.761744966442953,False,2.6878209114074707
0.0,1,0.1,0.8609022556390977,0.7201210287443268,0.8587528174305034,0.6957928802588996,False,2.7961318492889404
0.0,2,0.4,0.8932330827067669,0.7672131147540984,0.8933132982719759,0.7609427609427609,True,2.572157859802246
0.0,2,0.36250000000000004,0.8947368421052632,0.7697368421052632,0.8963185574755823,0.766891891891892,True,3.0343730449676514
0.0,2,0.325,0.9015037593984963,0.7841845140032948,0.8993238166791886,0.7728813559322034,True,3.5718910694122314
0.0,2,0.2875,0.9075187969924812,0.7966942148760331,0.903831705484598,0.7815699658703071,True,2.9627578258514404
0.0,2,0.25,0.9082706766917293,0.7959866220735785,0.9075882794891059,0.7897435897435898,True,3.4168598651885986
0.0,2,0.2125,0.9015037593984963,0.7834710743801653,0.9098422238918107,0.7909407665505227,True,3.061739921569824
0.0,2,0.175,0.9015037593984963,0.7841845140032948,0.9090909090909091,0.7945670628183361,False,2.714123010635376
0.0,2,0.13749999999999996,0.8796992481203008,0.7377049180327868,0.8827948910593538,0.7408637873754153,False,2.949794054031372
0.0,2,0.1,0.856390977443609,0.7029548989113531,0.8692712246431255,0.7193548387096774,False,2.532464027404785
0.0,3,0.4,0.8842105263157894,0.7450331125827815,0.8940646130728775,0.7736757624398073,True,3.3492801189422607
0.0,3,0.36250000000000004,0.8842105263157894,0.7433333333333334,0.8895567242674681,0.7640449438202246,True,2.3546018600463867
0.0,3,0.325,0.8902255639097745,0.7550335570469798,0.8910593538692713,0.7649918962722853,True,2.527230978012085
0.0,3,0.2875,0.8909774436090225,0.7563025210084033,0.8918106686701728,0.7684887459807075,True,2.601284980773926
0.0,3,0.25,0.8962406015037594,0.7684563758389261,0.9015777610818934,0.7869918699186993,True,2.8917629718780518
0.0,3,0.2125,0.9022556390977443,0.7796610169491527,0.9098422238918107,0.8032786885245903,True,2.570683002471924
0.0,3,0.175,0.9015037593984963,0.7855973813420621,0.8978211870773855,0.7806451612903227,False,3.2215988636016846
0.0,3,0.13749999999999996,0.8887218045112782,0.7605177993527508,0.8873027798647634,0.7603833865814696,False,2.8870370388031006
0.0,3,0.1,0.8789473684210526,0.7472527472527473,0.8722764838467317,0.7384615384615384,False,3.049190044403076
0.0,4,0.4,0.8789473684210526,0.7440381558028617,0.8722764838467317,0.7222222222222222,True,2.353140115737915
0.0,4,0.36250000000000004,0.8842105263157894,0.7524115755627011,0.8730277986476334,0.7243066884176184,True,2.3080570697784424
0.0,4,0.325,0.8864661654135338,0.7560581583198709,0.873779113448535,0.7245901639344262,True,2.8314239978790283
