ratio,trial,nu,val-acc,val-f,test-acc,test-f,is_convex
0.0,0,0.45,0.7716535433070866,0.4727272727272727,0.8031496062992126,0.5370370370370371,True
0.0,0,0.40625,0.7716535433070866,0.48214285714285715,0.7952755905511811,0.5185185185185185,True
0.0,0,0.36250000000000004,0.7637795275590551,0.53125,0.7637795275590551,0.5238095238095237,False
0.0,0,0.31875000000000003,0.7559055118110236,0.5303030303030303,0.7519685039370079,0.5190839694656489,False
0.0,0,0.275,0.7322834645669292,0.4769230769230769,0.7322834645669292,0.5,False
0.0,0,0.23125,0.7165354330708661,0.45454545454545453,0.7047244094488189,0.42748091603053434,False
0.0,0,0.18750000000000006,0.7007874015748031,0.4411764705882353,0.6968503937007874,0.4122137404580153,False
0.0,0,0.14375000000000004,0.7244094488188977,0.4852941176470588,0.7007874015748031,0.4328358208955224,False
0.0,0,0.1,0.6692913385826772,0.38235294117647056,0.6771653543307087,0.39705882352941174,False
0.0,1,0.45,0.7992125984251969,0.5565217391304348,0.8149606299212598,0.5436893203883496,True
0.0,1,0.40625,0.8031496062992126,0.5967741935483871,0.8267716535433071,0.6140350877192982,False
0.0,1,0.36250000000000004,0.7952755905511811,0.59375,0.8031496062992126,0.5689655172413793,False
0.0,1,0.31875000000000003,0.7559055118110236,0.5373134328358209,0.7795275590551181,0.540983606557377,False
0.0,1,0.275,0.7598425196850394,0.548148148148148,0.7637795275590551,0.5081967213114754,False
0.0,1,0.23125,0.7598425196850394,0.548148148148148,0.7440944881889764,0.4628099173553719,False
0.0,1,0.18750000000000006,0.7283464566929134,0.5106382978723405,0.6968503937007874,0.39370078740157477,False
0.0,1,0.14375000000000004,0.7086614173228346,0.4931506849315069,0.6889763779527559,0.3779527559055118,False
0.0,1,0.1,0.6889763779527559,0.4625850340136054,0.7007874015748031,0.40625,False
0.0,2,0.45,0.8188976377952756,0.54,0.8110236220472441,0.48936170212765956,False
0.0,2,0.40625,0.7795275590551181,0.5,0.8031496062992126,0.5098039215686274,False
0.0,2,0.36250000000000004,0.7677165354330708,0.5280000000000001,0.7913385826771654,0.5391304347826087,False
0.0,2,0.31875000000000003,0.7322834645669292,0.4769230769230769,0.7559055118110236,0.47457627118644075,False
0.0,2,0.275,0.7283464566929134,0.4566929133858268,0.7519685039370079,0.4615384615384615,False
0.0,2,0.23125,0.6929133858267716,0.39062500000000006,0.7244094488188977,0.4166666666666667,False
0.0,2,0.18750000000000006,0.6771653543307087,0.4057971014492754,0.7125984251968503,0.4251968503937008,False
0.0,2,0.14375000000000004,0.6653543307086615,0.4444444444444445,0.6968503937007874,0.4122137404580153,False
0.0,2,0.1,0.6653543307086615,0.43708609271523186,0.6653543307086615,0.3795620437956205,False
0.0,3,0.45,0.7677165354330708,0.4869565217391304,0.7913385826771654,0.5891472868217055,True
0.0,3,0.40625,0.7755905511811023,0.5581395348837208,0.7913385826771654,0.6131386861313869,True
0.0,3,0.36250000000000004,0.7755905511811023,0.5365853658536585,0.7992125984251969,0.6106870229007635,False
0.0,3,0.31875000000000003,0.7598425196850394,0.5040650406504066,0.7834645669291339,0.5736434108527132,False
0.0,3,0.275,0.7401574803149606,0.47619047619047616,0.7677165354330708,0.5426356589147288,False
0.0,3,0.23125,0.7086614173228346,0.43939393939393934,0.7401574803149606,0.5074626865671642,False
0.0,3,0.18750000000000006,0.7125984251968503,0.43410852713178294,0.7244094488188977,0.4696969696969697,False
0.0,3,0.14375000000000004,0.7047244094488189,0.4186046511627907,0.7165354330708661,0.4626865671641791,False
0.0,3,0.1,0.6850393700787402,0.393939393939394,0.6929133858267716,0.4264705882352941,False
0.0,4,0.45,0.7992125984251969,0.39999999999999997,0.7519685039370079,0.43243243243243246,True
0.0,4,0.40625,0.7992125984251969,0.4269662921348315,0.7598425196850394,0.47863247863247854,True
0.0,4,0.36250000000000004,0.7874015748031497,0.39999999999999997,0.7677165354330708,0.49572649572649574,True
0.0,4,0.31875000000000003,0.7440944881889764,0.3010752688172043,0.7598425196850394,0.5040650406504065,False
0.0,4,0.275,0.7244094488188977,0.2553191489361702,0.7283464566929134,0.44799999999999995,False
0.0,4,0.23125,0.6968503937007874,0.20618556701030927,0.6929133858267716,0.390625,False
0.0,4,0.18750000000000006,0.6968503937007874,0.23762376237623764,0.6614173228346457,0.38571428571428573,False
0.0,4,0.14375000000000004,0.7007874015748031,0.2830188679245283,0.6692913385826772,0.42465753424657526,False
0.0,4,0.1,0.6850393700787402,0.2727272727272727,0.6338582677165354,0.3758389261744966,False
0.0,5,0.45,0.7834645669291339,0.5669291338582677,0.7992125984251969,0.5233644859813084,True
0.0,5,0.40625,0.7834645669291339,0.5925925925925926,0.8031496062992126,0.5535714285714286,True
0.0,5,0.36250000000000004,0.7874015748031497,0.6029411764705882,0.7913385826771654,0.5691056910569107,False
0.0,5,0.31875000000000003,0.7952755905511811,0.6285714285714287,0.7716535433070866,0.5084745762711864,False
0.0,5,0.275,0.7519685039370079,0.5594405594405595,0.7480314960629921,0.492063492063492,False
0.0,5,0.23125,0.7283464566929134,0.5241379310344828,0.7362204724409449,0.464,False
0.0,5,0.18750000000000006,0.6968503937007874,0.4761904761904762,0.7007874015748031,0.40624999999999994,False
0.0,5,0.14375000000000004,0.6771653543307087,0.4605263157894737,0.6732283464566929,0.3565891472868217,False
0.0,5,0.1,0.6653543307086615,0.4370860927152318,0.65748031496063,0.3149606299212599,False
0.0,6,0.45,0.7637795275590551,0.4545454545454546,0.8070866141732284,0.44943820224719105,True
0.0,6,0.40625,0.7913385826771654,0.5891472868217055,0.8228346456692913,0.5714285714285714,True
0.0,6,0.36250000000000004,0.7755905511811023,0.5511811023622046,0.7992125984251969,0.5321100917431192,False
0.0,6,0.31875000000000003,0.7559055118110236,0.5441176470588235,0.7874015748031497,0.5344827586206897,False
0.0,6,0.275,0.7362204724409449,0.5379310344827587,0.7755905511811023,0.5439999999999999,False
0.0,6,0.23125,0.7165354330708661,0.4857142857142857,0.7559055118110236,0.48333333333333334,False
0.0,6,0.18750000000000006,0.6771653543307087,0.46052631578947373,0.7322834645669292,0.46875000000000006,False
0.0,6,0.14375000000000004,0.6535433070866141,0.45,0.7086614173228346,0.44776119402985076,False
0.0,6,0.1,0.6417322834645669,0.4276729559748428,0.6929133858267716,0.41791044776119407,False
0.0,7,0.45,0.8188976377952756,0.5,0.8070866141732284,0.5739130434782609,True
0.0,7,0.40625,0.8267716535433071,0.5510204081632654,0.7795275590551181,0.5254237288135594,False
0.0,7,0.36250000000000004,0.8267716535433071,0.56,0.7519685039370079,0.4424778761061947,False
0.0,7,0.31875000000000003,0.7913385826771654,0.5225225225225225,0.7244094488188977,0.4166666666666667,False
0.0,7,0.275,0.7834645669291339,0.4954128440366973,0.7165354330708661,0.4,False
0.0,7,0.23125,0.7401574803149606,0.4761904761904762,0.7007874015748031,0.40625,False
0.0,7,0.18750000000000006,0.7165354330708661,0.4285714285714286,0.7007874015748031,0.40625,False
0.0,7,0.14375000000000004,0.7086614173228346,0.4307692307692308,0.6771653543307087,0.3787878787878788,False
0.0,7,0.1,0.6850393700787402,0.4444444444444444,0.6338582677165354,0.3673469387755102,False
0.0,8,0.45,0.7992125984251969,0.5321100917431192,0.7834645669291339,0.5045045045045045,True
0.0,8,0.40625,0.8149606299212598,0.5765765765765766,0.7716535433070866,0.48214285714285715,False
0.0,8,0.36250000000000004,0.7952755905511811,0.5438596491228069,0.7559055118110236,0.4833333333333333,False
0.0,8,0.31875000000000003,0.7795275590551181,0.5483870967741935,0.7204724409448819,0.4033613445378152,False
0.0,8,0.275,0.7283464566929134,0.43902439024390244,0.6968503937007874,0.38399999999999995,False
0.0,8,0.23125,0.7322834645669292,0.4603174603174603,0.6929133858267716,0.38095238095238093,False
0.0,8,0.18750000000000006,0.7322834645669292,0.46875,0.6889763779527559,0.3969465648854961,False
0.0,8,0.14375000000000004,0.7283464566929134,0.47328244274809156,0.6732283464566929,0.3565891472868217,False
0.0,8,0.1,0.7125984251968503,0.4511278195488722,0.6417322834645669,0.34532374100719426,False
0.0,9,0.45,0.8346456692913385,0.5882352941176471,0.7992125984251969,0.5486725663716814,True
0.0,9,0.40625,0.8070866141732284,0.5333333333333333,0.7716535433070866,0.4821428571428572,False
0.0,9,0.36250000000000004,0.7992125984251969,0.5321100917431193,0.7874015748031497,0.5178571428571429,False
0.0,9,0.31875000000000003,0.8110236220472441,0.5789473684210527,0.7559055118110236,0.47457627118644075,False
0.0,9,0.275,0.7952755905511811,0.5185185185185186,0.7401574803149606,0.4406779661016949,False
0.0,9,0.23125,0.7716535433070866,0.46296296296296297,0.7401574803149606,0.41071428571428575,False
0.0,9,0.18750000000000006,0.7480314960629921,0.43859649122807015,0.7362204724409449,0.41739130434782606,False
0.0,9,0.14375000000000004,0.7204724409448819,0.3603603603603604,0.7204724409448819,0.39316239316239315,False
0.0,9,0.1,0.7322834645669292,0.4035087719298246,0.6732283464566929,0.3464566929133858,False
0.0,10,0.45,0.7952755905511811,0.5094339622641509,0.7755905511811023,0.5365853658536586,True
0.0,10,0.40625,0.8149606299212598,0.591304347826087,0.7874015748031497,0.5714285714285713,True
0.0,10,0.36250000000000004,0.7795275590551181,0.5333333333333333,0.7913385826771654,0.5954198473282443,False
0.0,10,0.31875000000000003,0.7559055118110236,0.5079365079365079,0.7677165354330708,0.556390977443609,False
0.0,10,0.275,0.7559055118110236,0.5303030303030303,0.7598425196850394,0.5547445255474452,False
0.0,10,0.23125,0.7283464566929134,0.4732824427480916,0.7283464566929134,0.5106382978723404,False
0.0,10,0.18750000000000006,0.7204724409448819,0.5103448275862069,0.7125984251968503,0.5100671140939598,False
