ratio,trial,C,val-acc,val-f,test-acc,test-f,comp_time
0.0,0.0,625.0,0.953563714903,0.963466440102,0.950431034483,0.961538461538,
0.0,0.0,125.0,0.953563714903,0.963466440102,0.950431034483,0.961538461538,
0.0,0.0,25.0,0.95464362851,0.964346349745,0.95150862069,0.962406015038,
0.0,0.0,5.0,0.95464362851,0.964346349745,0.950431034483,0.961538461538,
0.0,0.0,1.0,0.955723542117,0.965165675446,0.95150862069,0.962343096234,
0.0,0.0,0.2,0.953563714903,0.963279248506,0.950431034483,0.961344537815,
0.0,0.0,0.04,0.952483801296,0.962328767123,0.943965517241,0.956081081081,
0.0,0.0,0.008,0.94060475162,0.953271028037,0.927801724138,0.943650126156,
0.0,0.0,0.0016,0.861771058315,0.898251192369,0.859913793103,0.89827856025,
0.0,1.0,625.0,0.952483801296,0.9632721202,0.953663793103,0.965125709651,
0.0,1.0,125.0,0.952483801296,0.9632721202,0.953663793103,0.965125709651,
0.0,1.0,25.0,0.950323974082,0.961538461538,0.95474137931,0.965909090909,
0.0,1.0,5.0,0.953563714903,0.964076858814,0.95474137931,0.965909090909,
0.0,1.0,1.0,0.949244060475,0.96047098402,0.953663793103,0.965069049553,
0.0,1.0,0.2,0.948164146868,0.959459459459,0.955818965517,0.966639544345,
0.0,1.0,0.04,0.946004319654,0.957627118644,0.956896551724,0.967213114754,
0.0,1.0,0.008,0.929805615551,0.944680851064,0.941810344828,0.955371900826,
0.0,1.0,0.0016,0.875809935205,0.908657664813,0.898706896552,0.926216640502,
0.0,2.0,625.0,0.94060475162,0.95382031906,0.961206896552,0.968911917098,
0.0,2.0,125.0,0.94060475162,0.95382031906,0.961206896552,0.968911917098,
0.0,2.0,25.0,0.943844492441,0.956228956229,0.961206896552,0.968911917098,
0.0,2.0,5.0,0.944924406048,0.957106812447,0.962284482759,0.969749351772,
0.0,2.0,1.0,0.946004319654,0.957912457912,0.965517241379,0.972270363951,
0.0,2.0,0.2,0.948164146868,0.959595959596,0.963362068966,0.970588235294,
0.0,2.0,0.04,0.944924406048,0.956962025316,0.960129310345,0.967965367965,
0.0,2.0,0.008,0.927645788337,0.943933054393,0.946120689655,0.957264957265,
0.0,2.0,0.0016,0.849892008639,0.892829606785,0.858836206897,0.896278701504,
0.0,3.0,625.0,0.95788336933,0.968058968059,0.964439655172,0.972245584525,
0.0,3.0,125.0,0.95788336933,0.968058968059,0.964439655172,0.972245584525,
0.0,3.0,25.0,0.95788336933,0.968058968059,0.965517241379,0.973063973064,
0.0,3.0,5.0,0.956803455724,0.967213114754,0.965517241379,0.973063973064,
0.0,3.0,1.0,0.95788336933,0.968006562756,0.966594827586,0.973883740522,
0.0,3.0,0.2,0.953563714903,0.964725184578,0.964439655172,0.972151898734,
0.0,3.0,0.04,0.949244060475,0.961189099917,0.957974137931,0.966921119593,
0.0,3.0,0.008,0.927645788337,0.944398340249,0.945043103448,0.957034540859,
0.0,3.0,0.0016,0.870410367171,0.906103286385,0.886853448276,0.916864608076,
0.0,4.0,625.0,0.95788336933,0.967418546366,0.950431034483,0.96223316913,
0.0,4.0,125.0,0.956803455724,0.966555183946,0.949353448276,0.961380443714,
0.0,4.0,25.0,0.956803455724,0.966555183946,0.95150862069,0.963023829088,
0.0,4.0,5.0,0.95788336933,0.967364016736,0.95150862069,0.963023829088,
0.0,4.0,1.0,0.958963282937,0.968174204355,0.949353448276,0.961316872428,
0.0,4.0,0.2,0.95788336933,0.967309304275,0.950431034483,0.961920529801,
0.0,4.0,0.04,0.955723542117,0.965690376569,0.952586206897,0.963394342762,
0.0,4.0,0.008,0.938444924406,0.951898734177,0.948275862069,0.959933222037,
0.0,4.0,0.0016,0.88444924406,0.915548539858,0.901939655172,0.928739232576,
0.0,5.0,625.0,0.95788336933,0.967741935484,0.955818965517,0.965804837364,
0.0,5.0,125.0,0.95788336933,0.967741935484,0.955818965517,0.965804837364,
0.0,5.0,25.0,0.95788336933,0.967741935484,0.95474137931,0.964941569282,
0.0,5.0,5.0,0.95788336933,0.967741935484,0.953663793103,0.964136780651,
0.0,5.0,1.0,0.956803455724,0.966887417219,0.95474137931,0.965,
0.0,5.0,0.2,0.956803455724,0.966887417219,0.955818965517,0.965804837364,
0.0,5.0,0.04,0.953563714903,0.964433416046,0.943965517241,0.956302521008,
0.0,5.0,0.008,0.930885529158,0.947194719472,0.931034482759,0.946127946128,
0.0,5.0,0.0016,0.873650107991,0.909512761021,0.884698275862,0.914741035857,
0.0,6.0,625.0,0.958963282937,0.968438538206,0.949353448276,0.96053736356,
0.0,6.0,125.0,0.958963282937,0.968438538206,0.949353448276,0.96053736356,
0.0,6.0,25.0,0.958963282937,0.968438538206,0.949353448276,0.96053736356,
0.0,6.0,5.0,0.958963282937,0.968438538206,0.947198275862,0.958858102435,
0.0,6.0,1.0,0.960043196544,0.969243557772,0.947198275862,0.958788898234,
0.0,6.0,0.2,0.958963282937,0.968333333333,0.947198275862,0.958788898234,
0.0,6.0,0.04,0.949244060475,0.960603520536,0.948275862069,0.959459459459,
0.0,6.0,0.008,0.933045356371,0.948247078464,0.938577586207,0.951817413356,
0.0,6.0,0.0016,0.88120950324,0.913249211356,0.883620689655,0.914691943128,
0.0,7.0,625.0,0.953563714903,0.963713080169,0.95474137931,0.965742251223,
0.0,7.0,125.0,0.953563714903,0.963713080169,0.95474137931,0.965742251223,
0.0,7.0,25.0,0.953563714903,0.963713080169,0.95474137931,0.965742251223,
0.0,7.0,5.0,0.953563714903,0.963713080169,0.953663793103,0.964897959184,
0.0,7.0,1.0,0.955723542117,0.965342349958,0.953663793103,0.96484055601,
0.0,7.0,0.2,0.95788336933,0.966977138019,0.947198275862,0.95973705834,
0.0,7.0,0.04,0.952483801296,0.962521294719,0.942887931034,0.956234516928,
0.0,7.0,0.008,0.941684665227,0.953767123288,0.932112068966,0.948318293683,
0.0,7.0,0.0016,0.883369330454,0.913043478261,0.86099137931,0.900692840647,
0.0,8.0,625.0,0.95464362851,0.964467005076,0.950431034483,0.962356792144,
0.0,8.0,125.0,0.95464362851,0.964467005076,0.950431034483,0.962356792144,
0.0,8.0,25.0,0.95464362851,0.964467005076,0.950431034483,0.962356792144,
0.0,8.0,5.0,0.952483801296,0.962711864407,0.95150862069,0.963144963145,
0.0,8.0,1.0,0.951403887689,0.961832061069,0.955818965517,0.966310599836,
0.0,8.0,0.2,0.956803455724,0.966216216216,0.953663793103,0.964667214462,
0.0,8.0,0.04,0.955723542117,0.965400843882,0.949353448276,0.961380443714,
0.0,8.0,0.008,0.938444924406,0.951571792693,0.931034482759,0.947194719472,
0.0,8.0,0.0016,0.902807775378,0.927768860353,0.880387931034,0.914020139427,
0.0,9.0,625.0,0.952483801296,0.963333333333,0.957974137931,0.967032967033,
0.0,9.0,125.0,0.952483801296,0.963333333333,0.957974137931,0.967032967033,
0.0,9.0,25.0,0.952483801296,0.963333333333,0.957974137931,0.967032967033,
0.0,9.0,5.0,0.953563714903,0.964196502914,0.957974137931,0.967032967033,
0.0,9.0,1.0,0.95788336933,0.967472894078,0.957974137931,0.967032967033,
0.0,9.0,0.2,0.956803455724,0.966555183946,0.959051724138,0.967851099831,
0.0,9.0,0.04,0.955723542117,0.96563285834,0.953663793103,0.96352841391,
0.0,9.0,0.008,0.941684665227,0.954697986577,0.935344827586,0.949066213922,
0.0,9.0,0.0016,0.877969762419,0.91192517537,0.867456896552,0.902612826603,
0.0,10.0,625.0,0.955723542117,0.966255144033,0.952586206897,0.963210702341,
0.0,10.0,125.0,0.955723542117,0.966255144033,0.952586206897,0.963210702341,
