ratio,trial,nu,mu,val-acc,val-f,test-acc,test-f,VaR,tr-CVaR
0.0,0.0,0.4,0.05,0.883419689119171,0.7410817031070197,0.8772656654583117,0.7454350161117078,-2.3336611877019906,-757.3727517605239
0.0,0.0,0.4,0.1,0.8704663212435233,0.7159090909090909,0.8684619368203004,0.7297872340425532,-2.479077476466065,-883.0390975434362
0.0,0.0,0.4,0.15,0.8606217616580311,0.6911595866819746,0.8638011393060591,0.7175080558539205,-2.5987408204683056,-912.1027412058003
0.0,0.0,0.36250000000000004,0.05,0.8880829015544042,0.7511520737327189,0.8798549974106681,0.7510729613733904,-1.954059891222123,-550.0569562864197
0.0,0.0,0.36250000000000004,0.1,0.8715025906735752,0.7225950782997762,0.8726048679440704,0.7432150313152401,-2.1811829980800836,-657.6801482667577
0.0,0.0,0.36250000000000004,0.15,0.8673575129533678,0.7070938215102975,0.8679440704298291,0.7255113024757804,-2.225837639245601,-679.8460891411391
0.0,0.0,0.325,0.05,0.8927461139896373,0.7601390498261877,0.8819264629725531,0.7553648068669528,-1.621736407051639,-377.8953491592463
0.0,0.0,0.325,0.1,0.8792746113989637,0.7367231638418078,0.8746763335059554,0.7441860465116279,-1.8149809385753823,-464.1503533807892
0.0,0.0,0.325,0.15,0.8683937823834197,0.7113636363636362,0.8684619368203004,0.7268817204301075,-1.9380933117801262,-479.7421111892795
0.0,0.0,0.2875,0.05,0.8979274611398964,0.7695906432748537,0.887622993267737,0.7654054054054055,-1.269113338375191,-237.75711916734843
0.0,0.0,0.2875,0.1,0.8880829015544042,0.7539863325740318,0.8788192646297255,0.7536842105263157,-1.4329669631812954,-306.52159803206234
0.0,0.0,0.2875,0.15,0.8735751295336788,0.7129411764705883,0.8741584671154842,0.7320837927232635,-1.524299844114008,-314.2479588632726
0.0,0.0,0.25,0.05,0.8984455958549222,0.7694117647058824,0.8922837907819783,0.7729257641921397,-0.8791883901378165,-134.02090893233546
0.0,0.0,0.25,0.1,0.8886010362694301,0.7576099210822999,0.8824443293630243,0.762303664921466,-1.088445879747027,-184.26707973967626
0.0,0.0,0.25,0.15,0.883419689119171,0.7491638795986623,0.8762299326773693,0.7507820646506779,-1.1466911865808258,-185.13797440219193
0.0,0.0,0.2125,0.05,0.0,0.3609341825902336,0.0,0.3894912427022518,3.832873362412082e-12,1.7332806966672243e-08
0.0,0.0,0.2125,0.1,0.3932642487046632,0.09944751381215468,0.33816675297773174,0.08384458077709611,6.939535432494073e-11,1.0973830663850609e-07
0.0,0.0,0.2125,0.15,0.035233160621761656,0.323784143904064,0.04660797514241326,0.3558528428093646,-5.255673293188359e-11,9.527980002443913e-08
0.0,0.0,0.175,0.05,0.0,0.01203369434416366,0.0,0.0045351473922902496,2.590310311997585e-12,1.3314152467949327e-08
